State,Postcode,Associated residential areas,Reporting Year,Age group,Percent fully immunised (%),Interpret with caution  (#)
SA,5073,"Rostrevor, Tranmere, Hectorville, Tranmere North",2014Ð15,5 years,85.0-89.9,
SA,5074,"Campbelltown, Newton",2014Ð15,5 years,85.0-89.9,
SA,5075,"Paradise, Dernancourt",2014Ð15,5 years,92.5-94.9,
SA,5076,"Athelstone, Castambul",2014Ð15,5 years,90.0-92.4,
SA,5081,"Walkerville, Vale Park, Gilberton, Collinswood, Medindie and 1 other",2014Ð15,5 years,90.0-92.4,
SA,5082,"Prospect, Fitzroy, Ovingham, Prospect East, Thorngate",2014Ð15,5 years,85.0-89.9,
SA,5083,"Broadview, Nailsworth, Sefton Park",2014Ð15,5 years,85.0-89.9,#
SA,5084,"Kilburn, Blair Athol, Kilburn North",2014Ð15,5 years,80.0-84.9,
SA,5085,"Enfield, Northfield, Northgate, Clearview, Lightsview",2014Ð15,5 years,85.0-89.9,
SA,5086,"Oakden, Gilles Plains, Hillcrest, Greenacres, Hampstead Gardens and 1 other",2014Ð15,5 years,92.5-94.9,
SA,5087,"Klemzig, Windsor Gardens",2014Ð15,5 years,85.0-89.9,
SA,5088,Holden Hill,2014Ð15,5 years,75.0-79.9,#
SA,5089,Highbury,2014Ð15,5 years,85.0-89.9,#
SA,5090,Hope Valley,2014Ð15,5 years,90.0-92.4,#
SA,5091,"Banksia Park, Tea Tree Gully, Vista",2014Ð15,5 years,90.0-92.4,#
SA,5092,"Modbury North, Modbury Heights, Modbury",2014Ð15,5 years,92.5-94.9,
SA,5093,"Valley View, Para Vista",2014Ð15,5 years,85.0-89.9,
SA,5094,"Gepps Cross, Dry Creek, Cavan",2014Ð15,5 years,NP,
SA,5095,"Mawson Lakes, Pooraka",2014Ð15,5 years,92.5-94.9,
SA,5096,"Para Hills, Gulfview Heights, Para Hills West",2014Ð15,5 years,90.0-92.4,
SA,5097,"Redwood Park, St Agnes, Ridgehaven",2014Ð15,5 years,85.0-89.9,
SA,5098,"Ingle Farm, Walkley Heights",2014Ð15,5 years,85.0-89.9,
SA,5106,"Parafield, Salisbury South",2014Ð15,5 years,NP,
SA,5107,"Parafield Gardens, Green Fields",2014Ð15,5 years,92.5-94.9,
SA,5108,"Paralowie, Salisbury North, Salisbury, Salisbury Downs",2014Ð15,5 years,92.5-94.9,
SA,5109,"Salisbury East, Salisbury Heights, Brahma Lodge, Salisbury Park, Salisbury Plain",2014Ð15,5 years,92.5-94.9,
SA,5110,"Burton, Waterloo Corner, Globe Derby Park, Bolivar, Direk and 1 other",2014Ð15,5 years,92.5-94.9,
SA,5111,"Edinburgh, Edinburgh Raaf",2014Ð15,5 years,NP,
SA,5112,"Elizabeth, Hillbank, Elizabeth East, Elizabeth Vale, Elizabeth South and 1 other",2014Ð15,5 years,90.0-92.4,
SA,5113,"Davoren Park, Elizabeth Downs, Elizabeth Park, Elizabeth North, Davoren Park South and 1 other",2014Ð15,5 years,85.0-89.9,
SA,5114,"Craigmore, Andrews Farm, Blakeview, Smithfield Plains, Smithfield and 7 others",2014Ð15,5 years,92.5-94.9,
SA,5115,"Munno Para West, Munno Para, Kudla, Munno Para Downs",2014Ð15,5 years,95.0-100.0,
SA,5116,"Evanston Park, Evanston, Evanston Gardens, Hillier, Evanston South",2014Ð15,5 years,85.0-89.9,#
SA,5117,Angle Vale,2014Ð15,5 years,85.0-89.9,#
SA,5118,"Gawler, Willaston, Hewett, Gawler East, Gawler South and 11 others",2014Ð15,5 years,92.5-94.9,
SA,5120,"Virginia, Buckland Park",2014Ð15,5 years,92.5-94.9,#
SA,5121,"Penfield, Macdonald Park, Penfield Gardens",2014Ð15,5 years,NP,
SA,5125,"Golden Grove, Greenwith, Golden Grove Village",2014Ð15,5 years,92.5-94.9,
SA,5126,"Fairview Park, Surrey Downs, Yatala Vale",2014Ð15,5 years,92.5-94.9,#
SA,5127,Wynn Vale,2014Ð15,5 years,90.0-92.4,#
SA,5131,"Houghton, Upper Hermitage, Lower Hermitage",2014Ð15,5 years,NP,
SA,5132,Paracombe,2014Ð15,5 years,NP,
SA,5133,Inglewood,2014Ð15,5 years,NP,
SA,5134,"Montacute, Cherryville",2014Ð15,5 years,NP,
SA,5136,Norton Summit,2014Ð15,5 years,NP,
SA,5137,"Ashton, Marble Hill",2014Ð15,5 years,NP,
SA,5138,Basket Range,2014Ð15,5 years,NP,
SA,5139,Forest Range,2014Ð15,5 years,NP,
SA,5140,Greenhill,2014Ð15,5 years,NP,
SA,5141,"Summertown, Horsnell Gully",2014Ð15,5 years,NP,
SA,5142,Uraidla,2014Ð15,5 years,NP,
SA,5144,Carey Gully,2014Ð15,5 years,NP,
SA,5151,Piccadilly,2014Ð15,5 years,NP,
SA,5152,"Stirling, Crafers, Crafers West, Cleland",2014Ð15,5 years,85.0-89.9,#
SA,5153,"Macclesfield, Mylor, Echunga, Heathfield, Ironbank and 8 others",2014Ð15,5 years,90.0-92.4,#
SA,5154,Aldgate,2014Ð15,5 years,85.0-89.9,#
SA,5155,"Bridgewater, Mount George",2014Ð15,5 years,75.0-79.9,#
SA,5156,Upper Sturt,2014Ð15,5 years,NP,
SA,5157,"Kangarilla, Cherry Gardens, Clarendon, Coromandel East, Ashbourne and 3 others",2014Ð15,5 years,75.0-79.9,#
SA,5158,"Hallett Cove, Sheidow Park, Trott Park, O'Halloran Hill",2014Ð15,5 years,92.5-94.9,
SA,5159,"Happy Valley, Aberfoyle Park, Flagstaff Hill, Chandlers Hill",2014Ð15,5 years,90.0-92.4,
SA,5160,Lonsdale,2014Ð15,5 years,NP,
SA,5161,"Reynella, Old Reynella, Reynella East",2014Ð15,5 years,95.0-100.0,
SA,5162,"Morphett Vale, Woodcroft",2014Ð15,5 years,92.5-94.9,
SA,5163,"Hackham, Huntfield Heights, Hackham West, Onkaparinga Hills",2014Ð15,5 years,92.5-94.9,
SA,5164,Christie Downs,2014Ð15,5 years,95.0-100.0,#
SA,5165,"Christies Beach, Christies Beach North",2014Ð15,5 years,85.0-89.9,#
SA,5166,O'Sullivan Beach,2014Ð15,5 years,NP,
SA,5167,"Port Noarlunga, Port Noarlunga South",2014Ð15,5 years,80.0-84.9,#
SA,5168,"Noarlunga Downs, Old Noarlunga",2014Ð15,5 years,92.5-94.9,#
SA,5169,"Seaford Rise, Seaford, Moana, Seaford Meadows, Seaford Heights",2014Ð15,5 years,90.0-92.4,
SA,5170,Maslin Beach,2014Ð15,5 years,NP,
SA,5171,"McLaren Vale, McLaren Flat, Blewitt Springs, Tatachilla",2014Ð15,5 years,90.0-92.4,#
SA,5172,"Willunga, Willunga Hill, Willunga South, Whites Valley, Dingabledinga and 7 others",2014Ð15,5 years,75.0-79.9,#
SA,5173,"Aldinga Beach, Port Willunga, Aldinga",2014Ð15,5 years,85.0-89.9,
SA,5174,"Sellicks Beach, Sellicks Hill",2014Ð15,5 years,85.0-89.9,#
SA,5201,"Meadows, Kuitpo, Prospect Hill, Paris Creek, Blackfellows Creek",2014Ð15,5 years,75.0-79.9,#
SA,5202,"Myponga, Hindmarsh Tiers, Myponga Beach",2014Ð15,5 years,NP,
SA,5203,"Yankalilla, Bald Hills, Parawa, Torrens Vale, Tunkalilla and 1 other",2014Ð15,5 years,NP,
SA,5204,"Normanville, Wirrina Cove, Carrickalinga, Cape Jervis, Deep Creek and 5 others",2014Ð15,5 years,NP,
SA,5210,"Mount Compass, Mount Magnificent, Nangkita",2014Ð15,5 years,NP,
SA,5211,"Encounter Bay, Victor Harbor, McCracken, Hayborough, Inman Valley and 6 others",2014Ð15,5 years,92.5-94.9,
SA,5212,Port Elliot,2014Ð15,5 years,NP,
SA,5213,Middleton,2014Ð15,5 years,NP,
SA,5214,"Goolwa, Goolwa Beach, Hindmarsh Island, Goolwa South, Goolwa North and 3 others",2014Ð15,5 years,95.0-100.0,#
SA,5220,Parndana,2014Ð15,5 years,NP,
SA,5221,"American River, Ballast Head, Muston",2014Ð15,5 years,NP,
SA,5222,"Island Beach, Penneshaw, American Beach, Antechamber Bay, Baudin Beach and 11 others",2014Ð15,5 years,NP,
SA,5223,"Kingscote, Nepean Bay, Vivonne Bay, Menzies, Brownlow Ki and 24 others",2014Ð15,5 years,95.0-100.0,#
SA,5231,"Kersbrook, Chain of Ponds, Millbrook",2014Ð15,5 years,NP,
SA,5232,Cudlee Creek,2014Ð15,5 years,NP,
SA,5233,"Gumeracha, Forreston, Kenton Valley",2014Ð15,5 years,NP,
SA,5234,Birdwood,2014Ð15,5 years,NP,
SA,5235,"Mount Pleasant, Springton, Eden Valley, Flaxman Valley, Cromer and 1 other",2014Ð15,5 years,NP,
SA,5236,Tungkillo,2014Ð15,5 years,NP,
SA,5237,"Palmer, Apamurra, Milendella, Sanderston",2014Ð15,5 years,NP,
SA,5238,"Mannum, Nildottie, Walker Flat, Younghusband, Port Mannum and 24 others",2014Ð15,5 years,92.5-94.9,#
SA,5240,Lenswood,2014Ð15,5 years,NP,
SA,5241,Lobethal,2014Ð15,5 years,75.0-79.9,#
SA,5242,Balhannah,2014Ð15,5 years,NP,
SA,5243,Oakbank,2014Ð15,5 years,NP,
SA,5244,"Woodside, Mount Torrens, Charleston, Harrogate, Inverbrackie",2014Ð15,5 years,90.0-92.4,#
SA,5245,"Hahndorf, Verdun, Paechtown",2014Ð15,5 years,80.0-84.9,#
SA,5250,"Littlehampton, Blakiston, Totness",2014Ð15,5 years,90.0-92.4,#
SA,5251,"Mount Barker, Mount Barker Springs, Wistow, Bugle Ranges, Mount Barker Junction and 1 other",2014Ð15,5 years,85.0-89.9,
SA,5252,"Nairne, Kanmantoo, Brukunga, Dawesley, Hay Valley and 1 other",2014Ð15,5 years,92.5-94.9,#
SA,5253,"Murray Bridge, Murray Bridge East, Riverglades, Woods Point, Sunnyside and 19 others",2014Ð15,5 years,92.5-94.9,
SA,5254,"Mypolonga, Monarto, Callington, Monarto South, Caloote and 9 others",2014Ð15,5 years,NP,
SA,5255,"Strathalbyn, Langhorne Creek, Highland Valley, Woodchester, Tooperang and 14 others",2014Ð15,5 years,90.0-92.4,
SA,5256,"Milang, Clayton Bay, Nurragi, Point Sturt, Tolderol",2014Ð15,5 years,NP,
SA,5259,"Narrung, Wellington, Wellington East, Ashville, Jervois and 7 others",2014Ð15,5 years,NP,
SA,5260,"Tailem Bend, Elwomple",2014Ð15,5 years,NP,
SA,5261,"Yumali, Cooke Plains, Coomandook, Culburra, Ki Ki",2014Ð15,5 years,NP,
SA,5262,"Binnum, Frances, Hynam, Kybybolite",2014Ð15,5 years,NP,
SA,5263,Coonawarra,2014Ð15,5 years,NP,
SA,5264,"Meningie, Coorong, Meningie East, Meningie West, Salt Creek and 1 other",2014Ð15,5 years,NP,
SA,5265,"Coonalpyn, Field",2014Ð15,5 years,NP,
SA,5266,"Tintinara, Bunbury, Colebatch, Deepwater",2014Ð15,5 years,NP,
SA,5267,"Keith, Sherwood, Willalooka, Brimbago, Coombe and 7 others",2014Ð15,5 years,NP,
SA,5268,"Bordertown, Western Flat, Bangham, Bordertown South, Cannawigara and 3 others",2014Ð15,5 years,92.5-94.9,#
SA,5269,"Wolseley, Custon, Pine Hill",2014Ð15,5 years,NP,
SA,5270,"Mundulla, Buckingham, Carew, Kongal, Mundulla West and 1 other",2014Ð15,5 years,NP,
SA,5271,"Naracoorte, Joanna, Wild Dog Valley, Padthaway, Lochaber and 13 others",2014Ð15,5 years,85.0-89.9,
SA,5272,"Lucindale, Coles, Conmurra, Fox, Greenways and 1 other",2014Ð15,5 years,NP,
SA,5275,"Kingston Se, Cape Jaffa, Keilira, Pinks Beach, Blackford and 10 others",2014Ð15,5 years,NP,
SA,5276,"Robe, Nora Creina, Bray",2014Ð15,5 years,NP,
SA,5277,"Penola, Nangwarry, Tarpeena, Comaum, Glenroy and 3 others",2014Ð15,5 years,90.0-92.4,#
SA,5278,"Kalangadoo, Krongart, Moerlong, Wepar",2014Ð15,5 years,NP,
SA,5279,"Mount Burr, Koorine, Mount McIntyre, Short, Wattle Range East",2014Ð15,5 years,NP,
SA,5280,"Millicent, Wattle Range, Beachport, Tantanoola, Hatherleigh and 11 others",2014Ð15,5 years,95.0-100.0,
SA,5290,Mount Gambier,2014Ð15,5 years,95.0-100.0,
SA,5291,"Port Macdonnell, Moorak, Worrolong, Glencoe, Yahl and 28 others",2014Ð15,5 years,85.0-89.9,#
SA,5301,"Parrakie, Peake, Carcuma, Geranium, Jabuk and 4 others",2014Ð15,5 years,NP,
SA,5302,"Lameroo, Ngarkat",2014Ð15,5 years,NP,
SA,5303,Parilla,2014Ð15,5 years,NP,
SA,5304,"Pinnaroo, Karte, Kringin, Peebinga",2014Ð15,5 years,NP,
SA,5307,"Karoonda, Marama",2014Ð15,5 years,NP,
SA,5308,"Copeville, Galga, Mantung, Mercunda, Perponda",2014Ð15,5 years,NP,
SA,5309,"Borrika, Halidon, Mindarie, Sandalwood",2014Ð15,5 years,NP,
SA,5310,"Wanbi, Caliph",2014Ð15,5 years,NP,
SA,5311,"Wunkar, Paruna, Bugle Hut, Taplan, Woodleigh and 8 others",2014Ð15,5 years,NP,
SA,5320,"Morgan, Beatty, Beaumonts, Brenda Park, Bundey and 9 others",2014Ð15,5 years,NP,
SA,5322,"Sunlands, Golden Heights, Qualco, Ramco, Ramco Heights",2014Ð15,5 years,NP,
SA,5330,"Waikerie, Taylorville, Boolgun, Devlins Pound, Good Hope Landing and 12 others",2014Ð15,5 years,90.0-92.4,#
SA,5331,Kingston on Murray,2014Ð15,5 years,NP,
SA,5332,"Moorook South, Moorook, Wappilka, Yinkanie",2014Ð15,5 years,NP,
SA,5333,"Loxton, Loxton North, New Residence, Bookpurnong, Pata and 2 others",2014Ð15,5 years,90.0-92.4,#
SA,5340,"Paringa, Murtho, Mundic Creek, Pike River, Wonuarra and 1 other",2014Ð15,5 years,NP,
SA,5341,"Renmark, Renmark West, Renmark South, Renmark North, Cooltong and 5 others",2014Ð15,5 years,92.5-94.9,#
SA,5342,Monash,2014Ð15,5 years,NP,
SA,5343,"Berri, Lyrup, Winkie, Gerard, Gurra Gurra and 1 other",2014Ð15,5 years,92.5-94.9,#
SA,5344,Glossop,2014Ð15,5 years,NP,
SA,5345,"Barmera, Loveday, Spectacle Lake",2014Ð15,5 years,92.5-94.9,#
SA,5346,Cobdogla,2014Ð15,5 years,NP,
SA,5350,"Sandy Creek, Rosedale",2014Ð15,5 years,NP,
SA,5351,"Williamstown, Lyndoch, Cockatoo Valley, Mount Crawford, Altona and 2 others",2014Ð15,5 years,95.0-100.0,#
SA,5352,"Tanunda, Bethany, Gomersal, Krondorf, Rowland Flat and 2 others",2014Ð15,5 years,90.0-92.4,#
SA,5353,"Angaston, Keyneton, Cambrai, Moculta, Penrice and 8 others",2014Ð15,5 years,85.0-89.9,#
SA,5354,"Marks Landing, Bakara, Bakara Well, Fisher, Naidia and 1 other",2014Ð15,5 years,NP,
SA,5355,"Nuriootpa, Stockwell, Marananga, Light Pass, Moppa and 3 others",2014Ð15,5 years,92.5-94.9,#
SA,5356,"Truro, Annadale, Dutton, Dutton East, Sandleton and 3 others",2014Ð15,5 years,NP,
SA,5357,"Paisley, Blanchetown, McBean Pound, New Well, Notts Well",2014Ð15,5 years,NP,
SA,5360,"Greenock, Nain",2014Ð15,5 years,80.0-84.9,#
SA,5371,"Roseworthy, Shea-Oak Log, Morn Hill, Templers",2014Ð15,5 years,NP,
SA,5372,Freeling,2014Ð15,5 years,95.0-100.0,#
SA,5373,"Kapunda, Allendale North, Bagot Well, Bethel, Fords and 3 others",2014Ð15,5 years,92.5-94.9,#
SA,5374,"Eudunda, Hampden, Australia Plains, Bower, Brownlow and 10 others",2014Ð15,5 years,NP,
SA,5381,"Robertstown, Brady Creek, Bright, Emu Downs, Geranium Plains and 3 others",2014Ð15,5 years,NP,
SA,5400,"Wasleys, Magdala, Pinkerton Plains, Woolsheds",2014Ð15,5 years,NP,
SA,5401,"Hamley Bridge, Alma, Salter Springs",2014Ð15,5 years,NP,
SA,5410,"Stockport, Linwood",2014Ð15,5 years,NP,
SA,5411,"Tarlee, Giles Corner",2014Ð15,5 years,NP,
SA,5412,"Riverton, Navan, Rhynie, Woolshed Flat",2014Ð15,5 years,NP,
SA,5413,"Saddleworth, Waterloo, Marrabel, Apoinga, Black Springs and 4 others",2014Ð15,5 years,NP,
SA,5414,Manoora,2014Ð15,5 years,NP,
SA,5415,"Mintaro, Stanley",2014Ð15,5 years,NP,
SA,5416,"Farrell Flat, Porter Lagoon",2014Ð15,5 years,NP,
SA,5417,"Burra, Booborowie, Balah, Baldina, Bunyung and 18 others",2014Ð15,5 years,NP,
SA,5418,"Collinsville, Mount Bryan",2014Ð15,5 years,NP,
SA,5419,"Hallett, Canowie, Mount Bryan East, Pine Creek, Ulooloo and 2 others",2014Ð15,5 years,NP,
SA,5421,"Terowie, Franklyn",2014Ð15,5 years,NP,
SA,5422,"Peterborough, Mannanarie, Cavenagh, Dawson, Erskine and 9 others",2014Ð15,5 years,NP,
SA,5431,"Orroroo, Pekina, Amyton, Black Rock, Coomooroo and 12 others",2014Ð15,5 years,NP,
SA,5432,"Baratta, Belton, Bibliando, Carrieton, Cradock and 8 others",2014Ð15,5 years,NP,
SA,5433,"Quorn, Bruce, Saltia, Stephenston, Willochra and 1 other",2014Ð15,5 years,NP,
SA,5434,"Flinders Ranges, Hawker, Barndioota, Black Hill Station, Kanyaka and 6 others",2014Ð15,5 years,NP,
SA,5440,"Yunta, Abminga Station, Benda, Bimbowrie, Bindarrah and 42 others",2014Ð15,5 years,NP,
SA,5451,"Auburn, Undalya",2014Ð15,5 years,NP,
SA,5452,"Watervale, Leasingham",2014Ð15,5 years,NP,
SA,5453,"Clare, Sevenhill, Armagh, Stanley Flat, Barinia and 11 others",2014Ð15,5 years,95.0-100.0,#
SA,5454,"Spalding, Andrews, Broughton River Valley, Euromina, Hacklins Corner and 2 others",2014Ð15,5 years,NP,
SA,5460,"Owen, Barabba, Pinery, Stockyard Creek",2014Ð15,5 years,NP,
SA,5461,"Balaklava, Halbury, Whitwarta, Bowillia, Dalkey and 8 others",2014Ð15,5 years,NP,
SA,5462,Blyth,2014Ð15,5 years,NP,
SA,5464,"Brinkworth, Anama, Bungaree, Condowie, Hart and 3 others",2014Ð15,5 years,NP,
SA,5471,Gulnare,2014Ð15,5 years,NP,
SA,5473,Gladstone,2014Ð15,5 years,NP,
SA,5480,"Laura, Appila, Stone Hut",2014Ð15,5 years,NP,
SA,5481,"Wirrabara, Bangor, Murray Town, Wongyarra",2014Ð15,5 years,NP,
SA,5482,"Booleroo Centre, Wepowie",2014Ð15,5 years,NP,
SA,5483,Melrose,2014Ð15,5 years,NP,
SA,5485,Wilmington,2014Ð15,5 years,NP,
SA,5491,"Jamestown, Belalie East, Belalie North, Bundaleer Gardens, Bundaleer North and 2 others",2014Ð15,5 years,NP,
SA,5493,Yongala,2014Ð15,5 years,NP,
SA,5495,"Port Germein, Baroota, Germein Bay, Mambray Creek, Nectar Brook and 1 other",2014Ð15,5 years,NP,
SA,5501,"Lewiston, Two Wells, Lower Light, Windsor, Thompson Beach and 9 others",2014Ð15,5 years,95.0-100.0,#
SA,5502,"Mallala, Redbanks, Korunye, Fischer, Grace Plains and 1 other",2014Ð15,5 years,NP,
SA,5520,"Snowtown, Barunga Gap, Bumbunga, Burnsfield, Wokurna",2014Ð15,5 years,NP,
SA,5521,Redhill,2014Ð15,5 years,NP,
SA,5522,"Port Broughton, Fisherman Bay, Ward Hill",2014Ð15,5 years,NP,
SA,5523,"Crystal Brook, Wandearah East, Beetaloo Valley, Clements Gap, Huddleston and 5 others",2014Ð15,5 years,95.0-100.0,#
SA,5540,"Port Pirie, Risdon Park, Solomontown, Port Pirie South, Port Pirie West and 10 others",2014Ð15,5 years,92.5-94.9,
SA,5550,"Port Wakefield, Bowmans, Beaufort, Inkerman, Kallora and 3 others",2014Ð15,5 years,NP,
SA,5552,"Paskeville, Kainton, Kulpara, Melton, Port Arthur and 2 others",2014Ð15,5 years,NP,
SA,5554,"Kadina, New Town, Jerusalem, Wallaroo Mines, Boors Plain and 5 others",2014Ð15,5 years,95.0-100.0,#
SA,5555,"Tickera, Alford, Collinsfield, Hope Gap, Lake View and 1 other",2014Ð15,5 years,NP,
SA,5556,"Wallaroo, North Beach, Warburto, Wallaroo Plain",2014Ð15,5 years,90.0-92.4,#
SA,5558,"Moonta Bay, Moonta, North Moonta, Port Hughes, Moonta Mines and 9 others",2014Ð15,5 years,90.0-92.4,#
SA,5560,"Bute, Ninnes",2014Ð15,5 years,NP,
SA,5570,"Price, Clinton, Clinton Centre, Winulta",2014Ð15,5 years,NP,
SA,5571,"Ardrossan, Black Point, Tiddy Widdy Beach, James Well, Cunningham and 5 others",2014Ð15,5 years,NP,
SA,5572,Arthurton,2014Ð15,5 years,NP,
SA,5573,"Maitland, Port Victoria, Balgowan, Wauraltee, Point Pearce and 5 others",2014Ð15,5 years,95.0-100.0,#
SA,5575,"Minlaton, Wool Bay, Corny Point, Point Turton, Marion Bay and 8 others",2014Ð15,5 years,95.0-100.0,#
SA,5576,"Yorketown, Port Moorowie, Honiton",2014Ð15,5 years,NP,
SA,5577,"Warooka, Couch Beach, Foul Bay, Inneston, Point Souttar and 1 other",2014Ð15,5 years,NP,
SA,5581,"Port Vincent, Sheaoak Flat",2014Ð15,5 years,NP,
SA,5582,"Stansbury, Port Giles",2014Ð15,5 years,NP,
SA,5583,"Edithburgh, Coobowie, Sultana Point",2014Ð15,5 years,NP,
SA,5600,"Whyalla, Whyalla Playford",2014Ð15,5 years,85.0-89.9,#
SA,5601,"Point Lowly, Backy Point, Douglas Point, Douglas Point South, False Bay and 4 others",2014Ð15,5 years,NP,
SA,5602,"Cowell, Lucky Bay, Mangalo, Midgee, Miltalie and 3 others",2014Ð15,5 years,NP,
SA,5603,"Arno Bay, Hincks, Verran, Wharminda",2014Ð15,5 years,NP,
SA,5604,Port Neill,2014Ð15,5 years,NP,
SA,5605,"Tumby Bay, Butler",2014Ð15,5 years,NP,
SA,5606,"Port Lincoln, Port Lincoln South, Wedge Island",2014Ð15,5 years,92.5-94.9,
SA,5607,"Boston, Coffin Bay, North Shields, Wangary, Hawson and 37 others",2014Ð15,5 years,NP,
SA,5608,"Whyalla Stuart, Whyalla Norrie, Mullaquana, Whyalla Norrie East, Whyalla Norrie North",2014Ð15,5 years,85.0-89.9,
SA,5609,"Whyalla Jenkins, Cowleds Landing, Middleback Range, Murninnie Beach",2014Ð15,5 years,NP,
SA,5631,"Cummins, Cockaleechie",2014Ð15,5 years,NP,
SA,5632,"Yeelanna, Kapinnie, Karkoo, Mitchell",2014Ð15,5 years,NP,
SA,5633,"Lock, Boonerdo, Ulyerra",2014Ð15,5 years,NP,
SA,5640,"Cleve, Campoona, Jamieson, Waddikee",2014Ð15,5 years,NP,
SA,5641,"Kimba, Kelly, Barna, Buckleboo, Bungeroo and 10 others",2014Ð15,5 years,NP,
SA,5642,"Darke Peak, Rudall, Hambidge, Kielpa, Murlong",2014Ð15,5 years,NP,
SA,5650,"Warramboo, Cootra, Koongawa",2014Ð15,5 years,NP,
SA,5651,Kyancutta,2014Ð15,5 years,NP,
SA,5652,"Wudinna, Paney, Pygery",2014Ð15,5 years,NP,
SA,5653,Yaninee,2014Ð15,5 years,NP,
SA,5654,"Minnipa, Cocata, Karcultaby, Mount Damper",2014Ð15,5 years,NP,
SA,5655,"Bockelberg, Gawler Ranges, Kaldoonera, Lockes Claypan, Narlaby and 1 other",2014Ð15,5 years,NP,
SA,5661,"Koolgera, Pimbaacla, Wallala, Wirrulla, Yantanabie",2014Ð15,5 years,NP,
SA,5670,"Elliston, Bramfield, Colton, Coolillie, Kappawanta and 5 others",2014Ð15,5 years,NP,
SA,5671,"Baird Bay, Calca, Colley, Mortana, Mount Cooper and 3 others",2014Ð15,5 years,NP,
SA,5680,"Streaky Bay, Perlubie, Smoky Bay, Carawa, Chandada and 16 others",2014Ð15,5 years,92.5-94.9,#
SA,5690,"Ceduna, Thevenard, Denial Bay, Penong, Yalata and 20 others",2014Ð15,5 years,90.0-92.4,#
SA,5700,"Port Augusta, Port Augusta West, Commissariat Point, Wami Kata, Port Paterson and 7 others",2014Ð15,5 years,92.5-94.9,
SA,5701,"Arkaroola Village, Cook, Tarcoola, Woolundunga",2014Ð15,5 years,NP,
SA,5710,Stirling North,2014Ð15,5 years,85.0-89.9,#
SA,5720,"Woomera, Arcoona, Billa Kalina, Bosworth, Millers Creek and 6 others",2014Ð15,5 years,NP,
SA,5722,"Andamooka, Andamooka Station",2014Ð15,5 years,NP,
SA,5723,"Coober Pedy, Allandale Station, Anna Creek, Arckaringa, Evelyn Downs and 9 others",2014Ð15,5 years,NP,
SA,5724,"Marla, Mintabie, Welbourn Hill",2014Ð15,5 years,NP,
SA,5725,"Roxby Downs, Olympic Dam, Roxby Downs Station",2014Ð15,5 years,92.5-94.9,#
SA,5731,"Leigh Creek, Bollards Lagoon, Coopers Creek, Cordillo Downs, Gidgealpa and 12 others",2014Ð15,5 years,NP,
SA,5733,"Marree, Alton Downs Station, Callanna, Clayton Station, Clifton Hills Station and 13 others",2014Ð15,5 years,NP,
SA,5734,"Oodnadatta, Crown Point, Eringa, Macumba, Mount Sarah and 3 others",2014Ð15,5 years,NP,
WA,6000,Perth,2014Ð15,5 years,75.0-79.9,#
WA,6003,"Highgate, Northbridge",2014Ð15,5 years,NP,
WA,6004,East Perth,2014Ð15,5 years,<70.0,#
WA,6005,"West Perth, Kings Park",2014Ð15,5 years,NP,
WA,6006,North Perth,2014Ð15,5 years,92.5-94.9,
WA,6007,"West Leederville, Leederville",2014Ð15,5 years,80.0-84.9,#
WA,6008,"Subiaco, Shenton Park, Daglish, Subiaco East",2014Ð15,5 years,85.0-89.9,
WA,6009,"Nedlands, Dalkeith, Crawley",2014Ð15,5 years,90.0-92.4,
WA,6010,"Claremont, Mount Claremont, Swanbourne, Karrakatta",2014Ð15,5 years,85.0-89.9,
WA,6011,"Cottesloe, Peppermint Grove",2014Ð15,5 years,85.0-89.9,#
WA,6012,Mosman Park,2014Ð15,5 years,80.0-84.9,#
WA,6014,"Wembley, Floreat, Jolimont",2014Ð15,5 years,90.0-92.4,
WA,6015,City Beach,2014Ð15,5 years,80.0-84.9,#
WA,6016,"Mount Hawthorn, Glendalough",2014Ð15,5 years,90.0-92.4,
WA,6017,"Osborne Park, Herdsman",2014Ð15,5 years,80.0-84.9,#
WA,6018,"Karrinyup, Innaloo, Doubleview, Woodlands, Gwelup and 1 other",2014Ð15,5 years,85.0-89.9,
WA,6019,"Scarborough, Wembley Downs",2014Ð15,5 years,85.0-89.9,
WA,6020,"Sorrento, Carine, North Beach, Marmion, Watermans Bay",2014Ð15,5 years,90.0-92.4,
WA,6021,"Balcatta, Stirling",2014Ð15,5 years,90.0-92.4,
WA,6022,Hamersley,2014Ð15,5 years,90.0-92.4,#
WA,6023,Duncraig,2014Ð15,5 years,85.0-89.9,
