Postcode,Electoral division,Per cent,State,Party_Year,Party_Name
2607,Canberra,100,ACT,2016,Australian Labor Party
2609,Canberra,75.8,ACT,2016,Australian Labor Party
2609,Fraser,24.2,NA,2016,NA
2611,Canberra,100,ACT,2016,Australian Labor Party
2612,Fraser,100,NA,2016,NA
2614,Fraser,100,NA,2016,NA
2615,Fraser,100,NA,2016,NA
2617,Fraser,100,NA,2016,NA
2618,Eden-Monaro,64.9,NSW,2016,Australian Labor Party
2618,Fraser,35.1,NA,2016,NA
2619,Eden-Monaro,100,NSW,2016,Australian Labor Party
2620,Canberra,2.1,ACT,2016,Australian Labor Party
2620,Eden-Monaro,95.1,NSW,2016,Australian Labor Party
2620,Fraser,0.7,NA,2016,NA
2620,Hume,2.1,NSW,2016,Liberal
2621,Eden-Monaro,100,NSW,2016,Australian Labor Party
2622,Eden-Monaro,100,NSW,2016,Australian Labor Party
2623,Eden-Monaro,100,NSW,2016,Australian Labor Party
2624,Eden-Monaro,100,NSW,2016,Australian Labor Party
2625,Eden-Monaro,100,NSW,2016,Australian Labor Party
2626,Eden-Monaro,100,NSW,2016,Australian Labor Party
2627,Eden-Monaro,100,NSW,2016,Australian Labor Party
2628,Eden-Monaro,100,NSW,2016,Australian Labor Party
2630,Eden-Monaro,98.5,NSW,2016,Australian Labor Party
2630,Farrer,1.5,NSW,2016,Liberal
2631,Eden-Monaro,100,NSW,2016,Australian Labor Party
2632,Eden-Monaro,100,NSW,2016,Australian Labor Party
2633,Eden-Monaro,100,NSW,2016,Australian Labor Party
2640,Farrer,100,NSW,2016,Liberal
2641,Farrer,100,NSW,2016,Liberal
2642,Farrer,100,NSW,2016,Liberal
2643,Farrer,100,NSW,2016,Liberal
2644,Farrer,100,NSW,2016,Liberal
2645,Farrer,100,NSW,2016,Liberal
2646,Farrer,100,NSW,2016,Liberal
2647,Farrer,100,NSW,2016,Liberal
2648,Farrer,100,NSW,2016,Liberal
2649,Farrer,100,NSW,2016,Liberal
2650,Riverina,100,NSW,2016,The Nationals
2651,Riverina,100,NSW,2016,The Nationals
2652,Farrer,11.6,NSW,2016,Liberal
2652,Riverina,88.4,NSW,2016,The Nationals
2653,Farrer,100,NSW,2016,Liberal
2655,Farrer,100,NSW,2016,Liberal
2656,Farrer,100,NSW,2016,Liberal
2658,Farrer,100,NSW,2016,Liberal
2659,Farrer,100,NSW,2016,Liberal
2660,Farrer,100,NSW,2016,Liberal
2661,Riverina,100,NSW,2016,The Nationals
2663,Riverina,100,NSW,2016,The Nationals
2665,Parkes,20.4,NSW,2016,The Nationals
2665,Riverina,79.6,NSW,2016,The Nationals
2666,Riverina,100,NSW,2016,The Nationals
2668,Parkes,100,NSW,2016,The Nationals
2669,Parkes,89.8,NSW,2016,The Nationals
2669,Riverina,10.2,NSW,2016,The Nationals
2671,Parkes,100,NSW,2016,The Nationals
2672,Parkes,100,NSW,2016,The Nationals
2675,Parkes,100,NSW,2016,The Nationals
2680,Riverina,100,NSW,2016,The Nationals
2681,Riverina,100,NSW,2016,The Nationals
2700,Farrer,1.9,NSW,2016,Liberal
2700,Riverina,98.1,NSW,2016,The Nationals
2701,Riverina,100,NSW,2016,The Nationals
2702,Riverina,100,NSW,2016,The Nationals
2703,Riverina,100,NSW,2016,The Nationals
2705,Riverina,100,NSW,2016,The Nationals
2706,Riverina,100,NSW,2016,The Nationals
2707,Riverina,100,NSW,2016,The Nationals
2710,Farrer,100,NSW,2016,Liberal
2711,Farrer,3.3,NSW,2016,Liberal
2711,Riverina,96.7,NSW,2016,The Nationals
2712,Farrer,100,NSW,2016,Liberal
2713,Farrer,100,NSW,2016,Liberal
2714,Farrer,100,NSW,2016,Liberal
2715,Farrer,100,NSW,2016,Liberal
2716,Farrer,100,NSW,2016,Liberal
2717,Farrer,100,NSW,2016,Liberal
2720,Farrer,100,NSW,2016,Liberal
2721,Parkes,100,NSW,2016,The Nationals
2722,Riverina,100,NSW,2016,The Nationals
2725,Riverina,100,NSW,2016,The Nationals
2726,Hume,100,NSW,2016,Liberal
2727,Riverina,100,NSW,2016,The Nationals
2729,Farrer,90.2,NSW,2016,Liberal
2729,Riverina,9.8,NSW,2016,The Nationals
2730,Farrer,100,NSW,2016,Liberal
2731,Farrer,100,NSW,2016,Liberal
2732,Farrer,100,NSW,2016,Liberal
2733,Farrer,100,NSW,2016,Liberal
2734,Farrer,100,NSW,2016,Liberal
2735,Farrer,100,NSW,2016,Liberal
2736,Farrer,100,NSW,2016,Liberal
2737,Farrer,100,NSW,2016,Liberal
2738,Farrer,100,NSW,2016,Liberal
2739,Farrer,100,NSW,2016,Liberal
2745,Hume,1.6,NSW,2016,Liberal
2745,Lindsay,91.7,NSW,2016,Australian Labor Party
2745,Macarthur,6.7,NSW,2016,Australian Labor Party
2747,Lindsay,100,NSW,2016,Australian Labor Party
2748,Lindsay,100,NSW,2016,Australian Labor Party
2749,Lindsay,100,NSW,2016,Australian Labor Party
2750,Lindsay,100,NSW,2016,Australian Labor Party
2752,Hume,100,NSW,2016,Liberal
2753,Lindsay,22.6,NSW,2016,Australian Labor Party
2753,Macquarie,77.4,NSW,2016,Australian Labor Party
2754,Macquarie,100,NSW,2016,Australian Labor Party
2755,Macquarie,100,NSW,2016,Australian Labor Party
2756,Berowra,5.9,NSW,2016,Liberal
2756,Macquarie,94.1,NSW,2016,Australian Labor Party
2757,Macquarie,100,NSW,2016,Australian Labor Party
2758,Macquarie,100,NSW,2016,Australian Labor Party
2759,Lindsay,1.2,NSW,2016,Australian Labor Party
2759,Prospect,98.8,NA,2016,NA
2760,Chifley,100,NSW,2016,Australian Labor Party
2761,Chifley,87.2,NSW,2016,Australian Labor Party
2761,Greenway,12.8,NSW,2016,Australian Labor Party
2762,Greenway,100,NSW,2016,Australian Labor Party
2763,Greenway,100,NSW,2016,Australian Labor Party
2764,Greenway,100,NSW,2016,Australian Labor Party
2765,Chifley,3.2,NSW,2016,Australian Labor Party
2765,Greenway,47,NSW,2016,Australian Labor Party
2765,Lindsay,8,NSW,2016,Australian Labor Party
2765,Macquarie,27.7,NSW,2016,Australian Labor Party
2765,Mitchell,14.1,NSW,2016,Liberal
2766,Chifley,100,NSW,2016,Australian Labor Party
2767,Chifley,100,NSW,2016,Australian Labor Party
2768,Greenway,100,NSW,2016,Australian Labor Party
2770,Chifley,100,NSW,2016,Australian Labor Party
2773,Lindsay,100,NSW,2016,Australian Labor Party
2774,Lindsay,12.1,NSW,2016,Australian Labor Party
2774,Macquarie,87.9,NSW,2016,Australian Labor Party
2775,Berowra,21.6,NSW,2016,Liberal
2775,Macquarie,55.4,NSW,2016,Australian Labor Party
2775,Robertson,23,NSW,2016,Liberal
2776,Macquarie,100,NSW,2016,Australian Labor Party
2777,Macquarie,100,NSW,2016,Australian Labor Party
2778,Macquarie,100,NSW,2016,Australian Labor Party
2779,Macquarie,100,NSW,2016,Australian Labor Party
2780,Macquarie,100,NSW,2016,Australian Labor Party
2782,Macquarie,100,NSW,2016,Australian Labor Party
2783,Macquarie,100,NSW,2016,Australian Labor Party
2784,Macquarie,100,NSW,2016,Australian Labor Party
2785,Macquarie,100,NSW,2016,Australian Labor Party
2786,Macquarie,100,NSW,2016,Australian Labor Party
2787,Calare,93.7,NSW,2016,The Nationals
2787,Hume,6.3,NSW,2016,Liberal
2790,Calare,100,NSW,2016,The Nationals
2791,Calare,100,NSW,2016,The Nationals
2792,Calare,100,NSW,2016,The Nationals
2793,Calare,100,NSW,2016,The Nationals
2794,Calare,98.4,NSW,2016,The Nationals
2794,Hume,1.6,NSW,2016,Liberal
2795,Calare,99.5,NSW,2016,The Nationals
2795,Gwydir,0.5,NA,2016,NA
2797,Calare,100,NSW,2016,The Nationals
2798,Calare,100,NSW,2016,The Nationals
2799,Calare,100,NSW,2016,The Nationals
2800,Calare,100,NSW,2016,The Nationals
2803,Hume,100,NSW,2016,Liberal
2804,Calare,100,NSW,2016,The Nationals
2805,Calare,100,NSW,2016,The Nationals
2806,Calare,89.1,NSW,2016,The Nationals
2806,Parkes,10.9,NSW,2016,The Nationals
2807,Hume,100,NSW,2016,Liberal
2808,Calare,63.5,NSW,2016,The Nationals
2808,Hume,36.5,NSW,2016,Liberal
2809,Parkes,100,NSW,2016,The Nationals
2810,Hume,6.4,NSW,2016,Liberal
2810,Parkes,93.6,NSW,2016,The Nationals
2820,Gwydir,100,NA,2016,NA
2821,Parkes,100,NSW,2016,The Nationals
2823,Parkes,100,NSW,2016,The Nationals
2824,Gwydir,16.1,NA,2016,NA
2824,Parkes,83.9,NSW,2016,The Nationals
2825,Parkes,100,NSW,2016,The Nationals
2827,Gwydir,100,NA,2016,NA
2828,Gwydir,100,NA,2016,NA
2829,Gwydir,100,NA,2016,NA
2830,Gwydir,3.6,NA,2016,NA
2830,Parkes,96.4,NSW,2016,The Nationals
2831,Gwydir,54.3,NA,2016,NA
2831,Parkes,45.7,NSW,2016,The Nationals
2832,Gwydir,100,NA,2016,NA
2833,Gwydir,100,NA,2016,NA
2834,Gwydir,100,NA,2016,NA
2835,Parkes,100,NSW,2016,The Nationals
2836,Parkes,100,NSW,2016,The Nationals
2839,Gwydir,100,NA,2016,NA
2840,Gwydir,98.4,NA,2016,NA
2840,Parkes,1.6,NSW,2016,The Nationals
2842,Gwydir,100,NA,2016,NA
2843,Gwydir,100,NA,2016,NA
2844,Gwydir,100,NA,2016,NA
2845,Calare,100,NSW,2016,The Nationals
2846,Calare,100,NSW,2016,The Nationals
2847,Calare,100,NSW,2016,The Nationals
2848,Gwydir,100,NA,2016,NA
2849,Gwydir,100,NA,2016,NA
2850,Gwydir,98.7,NA,2016,NA
2850,Hunter,1.3,NSW,2016,Australian Labor Party
2852,Gwydir,100,NA,2016,NA
2864,Calare,100,NSW,2016,The Nationals
2865,Calare,100,NSW,2016,The Nationals
2866,Calare,94.9,NSW,2016,The Nationals
2866,Gwydir,5.1,NA,2016,NA
2867,Calare,100,NSW,2016,The Nationals
2868,Calare,65.9,NSW,2016,The Nationals
2868,Gwydir,34.1,NA,2016,NA
2869,Parkes,100,NSW,2016,The Nationals
2870,Parkes,100,NSW,2016,The Nationals
2871,Parkes,100,NSW,2016,The Nationals
2873,Parkes,100,NSW,2016,The Nationals
2874,Parkes,100,NSW,2016,The Nationals
2875,Parkes,100,NSW,2016,The Nationals
2876,Parkes,100,NSW,2016,The Nationals
2877,Parkes,100,NSW,2016,The Nationals
2878,Parkes,100,NSW,2016,The Nationals
2879,Parkes,100,NSW,2016,The Nationals
2880,Parkes,100,NSW,2016,The Nationals
2898,Sydney,100,NSW,2016,Australian Labor Party
2900,Canberra,100,ACT,2016,Australian Labor Party
2902,Canberra,100,ACT,2016,Australian Labor Party
2903,Canberra,100,ACT,2016,Australian Labor Party
2904,Canberra,100,ACT,2016,Australian Labor Party
2905,Canberra,100,ACT,2016,Australian Labor Party
2906,Canberra,100,ACT,2016,Australian Labor Party
2911,Fraser,100,NA,2016,NA
2912,Fraser,100,NA,2016,NA
2913,Fraser,100,NA,2016,NA
2914,Fraser,100,NA,2016,NA
3000,Melbourne,100,VIC,2016,The Greens
3002,Melbourne,100,VIC,2016,The Greens
3003,Melbourne,100,VIC,2016,The Greens
3004,Melbourne Ports,100,VIC,2016,Australian Labor Party
3005,Melbourne,100,VIC,2016,The Greens
3006,Melbourne Ports,100,VIC,2016,Australian Labor Party
3008,Melbourne,100,VIC,2016,The Greens
3010,Melbourne,100,VIC,2016,The Greens
3011,Gellibrand,100,VIC,2016,Australian Labor Party
3012,Gellibrand,100,VIC,2016,Australian Labor Party
3013,Gellibrand,100,VIC,2016,Australian Labor Party
3015,Gellibrand,100,VIC,2016,Australian Labor Party
3016,Gellibrand,100,VIC,2016,Australian Labor Party
3018,Gellibrand,100,VIC,2016,Australian Labor Party
3019,Gellibrand,100,VIC,2016,Australian Labor Party
3020,Gorton,28.8,VIC,2016,Australian Labor Party
3020,Maribyrnong,71.2,VIC,2016,Australian Labor Party
3021,Gorton,53.1,VIC,2016,Australian Labor Party
3021,Maribyrnong,46.9,VIC,2016,Australian Labor Party
3022,Gorton,100,VIC,2016,Australian Labor Party
3023,Gorton,100,VIC,2016,Australian Labor Party
3024,Lalor,100,VIC,2016,Australian Labor Party
3025,Gellibrand,100,VIC,2016,Australian Labor Party
3027,Lalor,100,VIC,2016,Australian Labor Party
3028,Gellibrand,80,VIC,2016,Australian Labor Party
3028,Lalor,20,VIC,2016,Australian Labor Party
3029,Lalor,100,VIC,2016,Australian Labor Party
3030,Lalor,100,VIC,2016,Australian Labor Party
3031,Melbourne,100,VIC,2016,The Greens
3032,Gellibrand,13.8,VIC,2016,Australian Labor Party
3032,Maribyrnong,10.7,VIC,2016,Australian Labor Party
3032,Melbourne,75.5,VIC,2016,The Greens
3033,Maribyrnong,100,VIC,2016,Australian Labor Party
3034,Maribyrnong,100,VIC,2016,Australian Labor Party
3036,Gorton,100,VIC,2016,Australian Labor Party
3037,Gorton,100,VIC,2016,Australian Labor Party
3038,Gorton,100,VIC,2016,Australian Labor Party
3039,Maribyrnong,100,VIC,2016,Australian Labor Party
3040,Maribyrnong,100,VIC,2016,Australian Labor Party
3041,Maribyrnong,19.4,VIC,2016,Australian Labor Party
3041,Wills,80.6,VIC,2016,Australian Labor Party
3042,Maribyrnong,100,VIC,2016,Australian Labor Party
3043,Calwell,96.9,VIC,2016,Australian Labor Party
3043,Wills,3.1,VIC,2016,Australian Labor Party
3044,Wills,100,VIC,2016,Australian Labor Party
3045,Calwell,100,VIC,2016,Australian Labor Party
3046,Wills,100,VIC,2016,Australian Labor Party
3047,Calwell,100,VIC,2016,Australian Labor Party
3048,Calwell,100,VIC,2016,Australian Labor Party
3049,Calwell,100,VIC,2016,Australian Labor Party
3050,Melbourne,100,VIC,2016,The Greens
3051,Melbourne,100,VIC,2016,The Greens
3052,Melbourne,100,VIC,2016,The Greens
3053,Melbourne,100,VIC,2016,The Greens
3054,Melbourne,100,VIC,2016,The Greens
3055,Wills,100,VIC,2016,Australian Labor Party
3056,Melbourne,13.7,VIC,2016,The Greens
3056,Wills,86.3,VIC,2016,Australian Labor Party
3057,Melbourne,24.9,VIC,2016,The Greens
3057,Wills,75.1,VIC,2016,Australian Labor Party
3058,Wills,100,VIC,2016,Australian Labor Party
3059,Calwell,100,VIC,2016,Australian Labor Party
3060,Wills,100,VIC,2016,Australian Labor Party
3061,Calwell,100,VIC,2016,Australian Labor Party
3063,Calwell,100,VIC,2016,Australian Labor Party
3064,Calwell,100,VIC,2016,Australian Labor Party
3065,Melbourne,100,VIC,2016,The Greens
3066,Melbourne,100,VIC,2016,The Greens
3067,Melbourne,100,VIC,2016,The Greens
3068,Melbourne,100,VIC,2016,The Greens
3070,Batman,100,VIC,2016,Australian Labor Party
3071,Batman,100,VIC,2016,Australian Labor Party
3072,Batman,100,VIC,2016,Australian Labor Party
3073,Batman,100,VIC,2016,Australian Labor Party
3074,Scullin,100,VIC,2016,Australian Labor Party
3075,Scullin,100,VIC,2016,Australian Labor Party
3076,McEwen,5.2,VIC,2016,Australian Labor Party
3076,Scullin,94.8,VIC,2016,Australian Labor Party
3078,Batman,75.9,VIC,2016,Australian Labor Party
3078,Melbourne,24.1,VIC,2016,The Greens
3079,Jagajaga,100,VIC,2016,Australian Labor Party
3081,Jagajaga,100,VIC,2016,Australian Labor Party
3082,Scullin,100,VIC,2016,Australian Labor Party
3083,Batman,27,VIC,2016,Australian Labor Party
3083,Jagajaga,15.1,VIC,2016,Australian Labor Party
3083,Scullin,57.9,VIC,2016,Australian Labor Party
3084,Jagajaga,100,VIC,2016,Australian Labor Party
3085,Jagajaga,100,VIC,2016,Australian Labor Party
3086,Batman,100,VIC,2016,Australian Labor Party
3087,Jagajaga,56.3,VIC,2016,Australian Labor Party
3087,Scullin,43.7,VIC,2016,Australian Labor Party
3088,Jagajaga,73.4,VIC,2016,Australian Labor Party
3088,Scullin,26.6,VIC,2016,Australian Labor Party
3089,Jagajaga,3.8,VIC,2016,Australian Labor Party
3089,McEwen,85.4,VIC,2016,Australian Labor Party
3089,Scullin,10.9,VIC,2016,Australian Labor Party
3090,Scullin,100,VIC,2016,Australian Labor Party
3091,McEwen,100,VIC,2016,Australian Labor Party
3093,Jagajaga,100,VIC,2016,Australian Labor Party
3094,Jagajaga,100,VIC,2016,Australian Labor Party
3095,Jagajaga,83.2,VIC,2016,Australian Labor Party
3095,McEwen,16.8,VIC,2016,Australian Labor Party
3096,McEwen,100,VIC,2016,Australian Labor Party
3097,McEwen,100,VIC,2016,Australian Labor Party
3099,McEwen,100,VIC,2016,Australian Labor Party
3101,Kooyong,100,VIC,2016,Liberal
3102,Kooyong,100,VIC,2016,Liberal
3103,Kooyong,100,VIC,2016,Liberal
3104,Chisholm,0.5,VIC,2016,Liberal
3104,Kooyong,99.5,VIC,2016,Liberal
3105,Menzies,100,VIC,2016,Liberal
3106,Menzies,100,VIC,2016,Liberal
3107,Menzies,100,VIC,2016,Liberal
3108,Menzies,100,VIC,2016,Liberal
3109,Menzies,100,VIC,2016,Liberal
3111,Menzies,100,VIC,2016,Liberal
3113,Jagajaga,32.3,VIC,2016,Australian Labor Party
3113,Menzies,67.7,VIC,2016,Liberal
3114,Menzies,100,VIC,2016,Liberal
3115,Casey,9.6,VIC,2016,Liberal
3115,Menzies,90.4,VIC,2016,Liberal
3116,Casey,100,VIC,2016,Liberal
3121,Melbourne,100,VIC,2016,The Greens
3122,Kooyong,100,VIC,2016,Liberal
3123,Kooyong,100,VIC,2016,Liberal
3124,Higgins,46.3,VIC,2016,Liberal
3124,Kooyong,53.7,VIC,2016,Liberal
3125,Chisholm,60,VIC,2016,Liberal
3125,Higgins,20,VIC,2016,Liberal
3125,Kooyong,20,VIC,2016,Liberal
3126,Kooyong,100,VIC,2016,Liberal
3127,Chisholm,52.9,VIC,2016,Liberal
3127,Kooyong,47.1,VIC,2016,Liberal
3128,Chisholm,100,VIC,2016,Liberal
3129,Chisholm,95.4,VIC,2016,Liberal
3129,Kooyong,4.6,VIC,2016,Liberal
3130,Deakin,100,VIC,2016,Liberal
3131,Aston,14.3,VIC,2016,Liberal
3131,Deakin,84.3,VIC,2016,Liberal
3131,Menzies,1.4,VIC,2016,Liberal
3132,Deakin,92.3,VIC,2016,Liberal
3132,Menzies,7.7,VIC,2016,Liberal
3133,Aston,87.1,VIC,2016,Liberal
3133,Deakin,12.9,VIC,2016,Liberal
3134,Deakin,59.8,VIC,2016,Liberal
3134,Menzies,40.2,VIC,2016,Liberal
3135,Casey,2.9,VIC,2016,Liberal
3135,Deakin,97.1,VIC,2016,Liberal
3136,Casey,77.3,VIC,2016,Liberal
3136,Deakin,22.7,VIC,2016,Liberal
3137,Casey,100,VIC,2016,Liberal
3138,Casey,100,VIC,2016,Liberal
3139,Casey,45.7,VIC,2016,Liberal
3139,McEwen,54.3,VIC,2016,Australian Labor Party
3140,Casey,100,VIC,2016,Liberal
3141,Higgins,73.9,VIC,2016,Liberal
3141,Melbourne Ports,26.1,VIC,2016,Australian Labor Party
3142,Higgins,100,VIC,2016,Liberal
3143,Higgins,100,VIC,2016,Liberal
3144,Higgins,100,VIC,2016,Liberal
3145,Higgins,95.9,VIC,2016,Liberal
3145,Melbourne Ports,4.1,VIC,2016,Australian Labor Party
3146,Higgins,97.1,VIC,2016,Liberal
3146,Kooyong,2.9,VIC,2016,Liberal
3147,Chisholm,45.2,VIC,2016,Liberal
3147,Higgins,54.8,VIC,2016,Liberal
3148,Chisholm,55.5,VIC,2016,Liberal
3148,Higgins,44.5,VIC,2016,Liberal
3149,Chisholm,100,VIC,2016,Liberal
3150,Bruce,78.8,VIC,2016,Australian Labor Party
3150,Chisholm,21.2,VIC,2016,Liberal
3151,Deakin,100,VIC,2016,Liberal
3152,Aston,100,VIC,2016,Liberal
3153,Aston,44.7,VIC,2016,Liberal
3153,Casey,19.8,VIC,2016,Liberal
3153,Deakin,28.4,VIC,2016,Liberal
3153,La Trobe,7.2,VIC,2016,Liberal
3154,La Trobe,100,VIC,2016,Liberal
3155,Aston,13.3,VIC,2016,Liberal
3155,La Trobe,86.7,VIC,2016,Liberal
3156,Aston,51.5,VIC,2016,Liberal
3156,Holt,1.6,VIC,2016,Australian Labor Party
3156,La Trobe,46.9,VIC,2016,Liberal
3158,La Trobe,100,VIC,2016,Liberal
3159,La Trobe,100,VIC,2016,Liberal
3160,La Trobe,100,VIC,2016,Liberal
3161,Melbourne Ports,100,VIC,2016,Australian Labor Party
3162,Goldstein,29.4,VIC,2016,Liberal
3162,Melbourne Ports,70.6,VIC,2016,Australian Labor Party
3163,Goldstein,39.5,VIC,2016,Liberal
3163,Higgins,19.9,VIC,2016,Liberal
3163,Hotham,36.9,VIC,2016,Australian Labor Party
3163,Melbourne Ports,3.7,VIC,2016,Australian Labor Party
3165,Hotham,100,VIC,2016,Australian Labor Party
3166,Chisholm,44.7,VIC,2016,Liberal
3166,Higgins,13.9,VIC,2016,Liberal
3166,Hotham,41.5,VIC,2016,Australian Labor Party
3167,Hotham,100,VIC,2016,Australian Labor Party
3168,Bruce,9.7,VIC,2016,Australian Labor Party
3168,Chisholm,76.5,VIC,2016,Liberal
3168,Hotham,13.8,VIC,2016,Australian Labor Party
3169,Chisholm,3.2,VIC,2016,Liberal
3169,Hotham,96.8,VIC,2016,Australian Labor Party
3170,Bruce,100,VIC,2016,Australian Labor Party
3171,Bruce,43.6,VIC,2016,Australian Labor Party
3171,Hotham,56.4,VIC,2016,Australian Labor Party
3172,Hotham,78.5,VIC,2016,Australian Labor Party
3172,Isaacs,21.5,VIC,2016,Australian Labor Party
3173,Isaacs,100,VIC,2016,Australian Labor Party
3174,Bruce,53.3,VIC,2016,Australian Labor Party
3174,Hotham,9.3,VIC,2016,Australian Labor Party
3174,Isaacs,37.3,VIC,2016,Australian Labor Party
3175,Bruce,86.4,VIC,2016,Australian Labor Party
3175,Isaacs,13.6,VIC,2016,Australian Labor Party
3177,Holt,100,VIC,2016,Australian Labor Party
3178,Aston,100,VIC,2016,Liberal
3179,Aston,100,VIC,2016,Liberal
3180,Aston,100,VIC,2016,Liberal
3181,Higgins,90.9,VIC,2016,Liberal
3181,Melbourne Ports,9.1,VIC,2016,Australian Labor Party
3182,Melbourne Ports,100,VIC,2016,Australian Labor Party
3183,Melbourne Ports,100,VIC,2016,Australian Labor Party
3184,Melbourne Ports,100,VIC,2016,Australian Labor Party
3185,Melbourne Ports,100,VIC,2016,Australian Labor Party
3186,Goldstein,100,VIC,2016,Liberal
3187,Goldstein,100,VIC,2016,Liberal
3188,Goldstein,100,VIC,2016,Liberal
3189,Goldstein,62.1,VIC,2016,Liberal
3189,Hotham,37.9,VIC,2016,Australian Labor Party
3190,Goldstein,70.5,VIC,2016,Liberal
3190,Hotham,29.5,VIC,2016,Australian Labor Party
3191,Goldstein,100,VIC,2016,Liberal
3192,Goldstein,14.3,VIC,2016,Liberal
3192,Hotham,62.9,VIC,2016,Australian Labor Party
3192,Isaacs,22.8,VIC,2016,Australian Labor Party
3193,Goldstein,100,VIC,2016,Liberal
3194,Hotham,9.8,VIC,2016,Australian Labor Party
3194,Isaacs,90.2,VIC,2016,Australian Labor Party
3195,Isaacs,100,VIC,2016,Australian Labor Party
3196,Isaacs,100,VIC,2016,Australian Labor Party
3197,Isaacs,100,VIC,2016,Australian Labor Party
3198,Dunkley,100,VIC,2016,Liberal
3199,Dunkley,100,VIC,2016,Liberal
3200,Dunkley,100,VIC,2016,Liberal
3201,Isaacs,100,VIC,2016,Australian Labor Party
3202,Hotham,100,VIC,2016,Australian Labor Party
3204,Goldstein,100,VIC,2016,Liberal
3205,Melbourne Ports,100,VIC,2016,Australian Labor Party
3206,Melbourne Ports,100,VIC,2016,Australian Labor Party
3207,Melbourne Ports,100,VIC,2016,Australian Labor Party
3211,Corio,49.5,VIC,2016,Australian Labor Party
3211,Lalor,50.5,VIC,2016,Australian Labor Party
3212,Corio,100,VIC,2016,Australian Labor Party
3214,Corio,100,VIC,2016,Australian Labor Party
3215,Corio,100,VIC,2016,Australian Labor Party
3216,Corangamite,100,VIC,2016,Liberal
3217,Corangamite,100,VIC,2016,Liberal
3218,Corio,100,VIC,2016,Australian Labor Party
3219,Corio,100,VIC,2016,Australian Labor Party
3220,Corio,100,VIC,2016,Australian Labor Party
3221,Corangamite,47.8,VIC,2016,Liberal
3221,Corio,52.2,VIC,2016,Australian Labor Party
3222,Corangamite,18.3,VIC,2016,Liberal
3222,Corio,81.7,VIC,2016,Australian Labor Party
3223,Corangamite,100,VIC,2016,Liberal
3224,Corio,100,VIC,2016,Australian Labor Party
3225,Corangamite,100,VIC,2016,Liberal
3226,Corangamite,100,VIC,2016,Liberal
3227,Corangamite,100,VIC,2016,Liberal
3228,Corangamite,100,VIC,2016,Liberal
3230,Corangamite,100,VIC,2016,Liberal
3231,Corangamite,100,VIC,2016,Liberal
3232,Corangamite,100,VIC,2016,Liberal
3233,Corangamite,100,VIC,2016,Liberal
3235,Corangamite,100,VIC,2016,Liberal
3236,Corangamite,100,VIC,2016,Liberal
3237,Corangamite,100,VIC,2016,Liberal
3238,Corangamite,100,VIC,2016,Liberal
3239,Corangamite,100,VIC,2016,Liberal
3240,Corangamite,100,VIC,2016,Liberal
3241,Corangamite,100,VIC,2016,Liberal
3242,Corangamite,100,VIC,2016,Liberal
3243,Corangamite,100,VIC,2016,Liberal
3249,Corangamite,100,VIC,2016,Liberal
