POA_CODE_2016,POA_NAME_2016,PHN_CODE_2017,PHN_NAME_2017,RATIO,PERCENTAGE
4361,4361,PHN304,Darling Downs and West Moreton,1,100
4362,4362,PHN304,Darling Downs and West Moreton,1,100
4363,4363,PHN304,Darling Downs and West Moreton,1,100
4364,4364,PHN304,Darling Downs and West Moreton,1,100
4365,4365,PHN304,Darling Downs and West Moreton,1,100
4370,4370,PHN304,Darling Downs and West Moreton,1,100
4371,4371,PHN304,Darling Downs and West Moreton,1,100
4372,4372,PHN304,Darling Downs and West Moreton,1,100
4373,4373,PHN304,Darling Downs and West Moreton,1,100
4374,4374,PHN304,Darling Downs and West Moreton,1,100
4375,4375,PHN108,Hunter New England and Central Coast,0.1132076,11.3207553
4375,4375,PHN304,Darling Downs and West Moreton,0.8867924,88.6792447
4376,4376,PHN304,Darling Downs and West Moreton,1,100
4377,4377,PHN108,Hunter New England and Central Coast,0.1070111,10.7011087
4377,4377,PHN304,Darling Downs and West Moreton,0.8929889,89.2988913
4378,4378,PHN304,Darling Downs and West Moreton,1,100
4380,4380,PHN108,Hunter New England and Central Coast,0.0167929,1.679293
4380,4380,PHN304,Darling Downs and West Moreton,0.9832071,98.320707
4381,4381,PHN304,Darling Downs and West Moreton,1,100
4382,4382,PHN304,Darling Downs and West Moreton,1,100
4383,4383,PHN108,Hunter New England and Central Coast,0.2532258,25.3225827
4383,4383,PHN304,Darling Downs and West Moreton,0.7467742,74.6774173
4384,4384,PHN304,Darling Downs and West Moreton,1,100
4385,4385,PHN108,Hunter New England and Central Coast,0.0474244,4.742442
4385,4385,PHN304,Darling Downs and West Moreton,0.9525756,95.257558
4387,4387,PHN304,Darling Downs and West Moreton,1,100
4388,4388,PHN304,Darling Downs and West Moreton,1,100
4390,4390,PHN304,Darling Downs and West Moreton,1,100
4400,4400,PHN304,Darling Downs and West Moreton,1,100
4401,4401,PHN304,Darling Downs and West Moreton,1,100
4402,4402,PHN304,Darling Downs and West Moreton,1,100
4403,4403,PHN304,Darling Downs and West Moreton,1,100
4404,4404,PHN304,Darling Downs and West Moreton,1,100
4405,4405,PHN304,Darling Downs and West Moreton,1,100
4406,4406,PHN304,Darling Downs and West Moreton,1,100
4407,4407,PHN304,Darling Downs and West Moreton,1,100
4408,4408,PHN304,Darling Downs and West Moreton,1,100
4410,4410,PHN304,Darling Downs and West Moreton,1,100
4411,4411,PHN304,Darling Downs and West Moreton,1,100
4412,4412,PHN304,Darling Downs and West Moreton,1,100
4413,4413,PHN304,Darling Downs and West Moreton,1,100
4415,4415,PHN304,Darling Downs and West Moreton,1,100
4416,4416,PHN304,Darling Downs and West Moreton,1,100
4417,4417,PHN305,Western Queensland,1,100
4418,4418,PHN304,Darling Downs and West Moreton,1,100
4419,4419,PHN304,Darling Downs and West Moreton,1,100
4420,4420,PHN304,Darling Downs and West Moreton,0.7772963,77.7296276
4420,4420,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.2227037,22.2703724
4421,4421,PHN304,Darling Downs and West Moreton,1,100
4422,4422,PHN304,Darling Downs and West Moreton,1,100
4423,4423,PHN304,Darling Downs and West Moreton,0.5555556,55.5555578
4423,4423,PHN305,Western Queensland,0.4444444,44.4444422
4424,4424,PHN304,Darling Downs and West Moreton,1,100
4425,4425,PHN304,Darling Downs and West Moreton,1,100
4426,4426,PHN305,Western Queensland,1,100
4427,4427,PHN304,Darling Downs and West Moreton,0.1728047,17.2804664
4427,4427,PHN305,Western Queensland,0.8271953,82.7195336
4428,4428,PHN304,Darling Downs and West Moreton,0.037594,3.7594005
4428,4428,PHN305,Western Queensland,0.962406,96.2405995
4454,4454,PHN305,Western Queensland,1,100
4455,4455,PHN305,Western Queensland,1,100
4461,4461,PHN305,Western Queensland,1,100
4462,4462,PHN305,Western Queensland,1,100
4465,4465,PHN305,Western Queensland,1,100
4467,4467,PHN305,Western Queensland,1,100
4468,4468,PHN305,Western Queensland,1,100
4470,4470,PHN305,Western Queensland,1,100
4472,4472,PHN305,Western Queensland,1,100
4474,4474,PHN305,Western Queensland,1,100
4475,4475,PHN305,Western Queensland,1,100
4477,4477,PHN305,Western Queensland,1,100
4478,4478,PHN305,Western Queensland,1,100
4479,4479,PHN305,Western Queensland,1,100
4480,4480,PHN305,Western Queensland,1,100
4481,4481,PHN305,Western Queensland,1,100
4482,4482,PHN305,Western Queensland,1,100
4486,4486,PHN305,Western Queensland,1,100
4487,4487,PHN305,Western Queensland,1,100
4488,4488,PHN305,Western Queensland,1,100
4489,4489,PHN305,Western Queensland,1,100
4490,4490,PHN305,Western Queensland,1,100
4491,4491,PHN305,Western Queensland,1,100
4492,4492,PHN305,Western Queensland,1,100
4493,4493,PHN305,Western Queensland,1,100
4494,4494,PHN304,Darling Downs and West Moreton,1,100
4496,4496,PHN304,Darling Downs and West Moreton,1,100
4497,4497,PHN304,Darling Downs and West Moreton,0.20625,20.6250031
4497,4497,PHN305,Western Queensland,0.79375,79.3749969
4498,4498,PHN304,Darling Downs and West Moreton,1,100
4500,4500,PHN301,Brisbane North,1,100
4501,4501,PHN301,Brisbane North,1,100
4502,4502,PHN301,Brisbane North,1,100
4503,4503,PHN301,Brisbane North,1,100
4504,4504,PHN301,Brisbane North,1,100
4505,4505,PHN301,Brisbane North,1,100
4506,4506,PHN301,Brisbane North,1,100
4507,4507,PHN301,Brisbane North,1,100
4508,4508,PHN301,Brisbane North,1,100
4509,4509,PHN301,Brisbane North,1,100
4510,4510,PHN301,Brisbane North,1,100
4511,4511,PHN301,Brisbane North,1,100
4512,4512,PHN301,Brisbane North,1,100
4514,4514,PHN301,Brisbane North,1,100
4515,4515,PHN301,Brisbane North,0.999015,99.9015021
4515,4515,PHN304,Darling Downs and West Moreton,0.000985,0.0984979
4516,4516,PHN301,Brisbane North,1,100
4517,4517,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4518,4518,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4519,4519,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4520,4520,PHN301,Brisbane North,1,100
4521,4521,PHN301,Brisbane North,1,100
4550,4550,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4551,4551,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4552,4552,PHN301,Brisbane North,0.0137636,1.3763649
4552,4552,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.9862364,98.6236351
4553,4553,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4554,4554,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4555,4555,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4556,4556,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4557,4557,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4558,4558,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4559,4559,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4560,4560,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4561,4561,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4562,4562,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4563,4563,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4564,4564,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4565,4565,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4566,4566,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4567,4567,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4568,4568,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4569,4569,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4570,4570,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4571,4571,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4572,4572,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4573,4573,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4574,4574,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4575,4575,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4580,4580,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4581,4581,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4600,4600,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4601,4601,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4605,4605,PHN304,Darling Downs and West Moreton,0.9886246,98.862461
4605,4605,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.0113754,1.137539
4606,4606,PHN304,Darling Downs and West Moreton,1,100
4608,4608,PHN304,Darling Downs and West Moreton,1,100
4610,4610,PHN304,Darling Downs and West Moreton,1,100
4611,4611,PHN304,Darling Downs and West Moreton,1,100
4612,4612,PHN304,Darling Downs and West Moreton,1,100
4613,4613,PHN304,Darling Downs and West Moreton,1,100
4614,4614,PHN304,Darling Downs and West Moreton,1,100
4615,4615,PHN304,Darling Downs and West Moreton,0.9961686,99.6168581
4615,4615,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.0038314,0.3831419
4620,4620,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4621,4621,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4625,4625,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4626,4626,PHN304,Darling Downs and West Moreton,0.0072202,0.7220223
4626,4626,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.9927798,99.2779777
4627,4627,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4630,4630,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4650,4650,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4655,4655,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4659,4659,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4660,4660,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4662,4662,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4670,4670,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4671,4671,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4673,4673,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4674,4674,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4676,4676,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4677,4677,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4678,4678,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4680,4680,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4694,4694,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4695,4695,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4697,4697,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4699,4699,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4700,4700,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4701,4701,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4702,4702,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4703,4703,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4704,4704,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4705,4705,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.5070031,50.7003132
4705,4705,PHN307,Northern Queensland,0.4929969,49.2996868
4706,4706,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4707,4707,PHN307,Northern Queensland,1,100
4709,4709,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4710,4710,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4711,4711,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4712,4712,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4713,4713,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4714,4714,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4715,4715,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4716,4716,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4717,4717,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4718,4718,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4719,4719,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4720,4720,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4721,4721,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.022831,2.2831046
4721,4721,PHN307,Northern Queensland,0.977169,97.7168954
4722,4722,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4723,4723,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4724,4724,PHN305,Western Queensland,1,100
4725,4725,PHN305,Western Queensland,1,100
4726,4726,PHN305,Western Queensland,1,100
4727,4727,PHN305,Western Queensland,1,100
4728,4728,PHN305,Western Queensland,1,100
4730,4730,PHN305,Western Queensland,1,100
4731,4731,PHN305,Western Queensland,1,100
4732,4732,PHN305,Western Queensland,1,100
4733,4733,PHN305,Western Queensland,1,100
4735,4735,PHN305,Western Queensland,1,100
4736,4736,PHN305,Western Queensland,1,100
4737,4737,PHN307,Northern Queensland,1,100
4738,4738,PHN307,Northern Queensland,1,100
4739,4739,PHN307,Northern Queensland,1,100
4740,4740,PHN307,Northern Queensland,1,100
4741,4741,PHN307,Northern Queensland,1,99.9999989
4742,4742,PHN307,Northern Queensland,1,100
4743,4743,PHN307,Northern Queensland,1,100
4744,4744,PHN307,Northern Queensland,1,100
4745,4745,PHN307,Northern Queensland,1,99.9999997
4746,4746,PHN307,Northern Queensland,1,100
4750,4750,PHN307,Northern Queensland,1,100
4751,4751,PHN307,Northern Queensland,1,100
4753,4753,PHN307,Northern Queensland,1,100
4754,4754,PHN307,Northern Queensland,1,100
4756,4756,PHN307,Northern Queensland,1,100
4757,4757,PHN307,Northern Queensland,1,100
4798,4798,PHN307,Northern Queensland,1,100
4799,4799,PHN307,Northern Queensland,1,100
4800,4800,PHN307,Northern Queensland,1,100
4801,4801,PHN307,Northern Queensland,1,100
4802,4802,PHN307,Northern Queensland,1,100
4803,4803,PHN307,Northern Queensland,1,100
4804,4804,PHN307,Northern Queensland,1,100
4805,4805,PHN307,Northern Queensland,1,100
4806,4806,PHN307,Northern Queensland,1,100
4807,4807,PHN307,Northern Queensland,1,100
4808,4808,PHN307,Northern Queensland,1,100
4809,4809,PHN305,Western Queensland,0.005015,0.5015045
4809,4809,PHN307,Northern Queensland,0.994985,99.4984955
4810,4810,PHN307,Northern Queensland,1,100
4811,4811,PHN307,Northern Queensland,1,100
4812,4812,PHN307,Northern Queensland,1,100
4814,4814,PHN307,Northern Queensland,1,100
4815,4815,PHN307,Northern Queensland,1,100
4816,4816,PHN305,Western Queensland,0.0024774,0.2477381
4816,4816,PHN307,Northern Queensland,0.9975226,99.7522619
4817,4817,PHN307,Northern Queensland,1,100
4818,4818,PHN307,Northern Queensland,1,100
4819,4819,PHN307,Northern Queensland,1,100
4820,4820,PHN307,Northern Queensland,1,100
4821,4821,PHN307,Northern Queensland,1,100
4822,4822,PHN307,Northern Queensland,1,100
4823,4823,PHN305,Western Queensland,1,100
4824,4824,PHN305,Western Queensland,1,100
4825,4825,PHN305,Western Queensland,0.9759349,97.5934872
4825,4825,PHN701,Northern Territory,0.0240651,2.4065128
4828,4828,PHN305,Western Queensland,1,100
4829,4829,PHN305,Western Queensland,1,100
4830,4830,PHN305,Western Queensland,1,100
4849,4849,PHN307,Northern Queensland,1,100
4850,4850,PHN307,Northern Queensland,1,100
4852,4852,PHN307,Northern Queensland,1,100
4854,4854,PHN307,Northern Queensland,1,100
4855,4855,PHN307,Northern Queensland,1,100
4856,4856,PHN307,Northern Queensland,1,100
4858,4858,PHN307,Northern Queensland,1,100
4859,4859,PHN307,Northern Queensland,1,100
4860,4860,PHN307,Northern Queensland,1,100
4861,4861,PHN307,Northern Queensland,1,100
4865,4865,PHN307,Northern Queensland,1,100
4868,4868,PHN307,Northern Queensland,1,100
4869,4869,PHN307,Northern Queensland,1,100
4870,4870,PHN307,Northern Queensland,1,100
4871,4871,PHN307,Northern Queensland,1,99.9999996
4872,4872,PHN307,Northern Queensland,1,100
4873,4873,PHN307,Northern Queensland,1,100
4874,4874,PHN307,Northern Queensland,1,100
4875,4875,PHN307,Northern Queensland,1,100
4876,4876,PHN307,Northern Queensland,1,100
4877,4877,PHN307,Northern Queensland,1,100
4878,4878,PHN307,Northern Queensland,1,100
4879,4879,PHN307,Northern Queensland,1,100
4880,4880,PHN307,Northern Queensland,1,100
4881,4881,PHN307,Northern Queensland,1,100
4882,4882,PHN307,Northern Queensland,1,100
4883,4883,PHN307,Northern Queensland,1,100
4884,4884,PHN307,Northern Queensland,1,100
4885,4885,PHN307,Northern Queensland,1,100
4886,4886,PHN307,Northern Queensland,1,100
4887,4887,PHN307,Northern Queensland,1,100
4888,4888,PHN307,Northern Queensland,1,100
4890,4890,PHN305,Western Queensland,1,100
4891,4891,PHN305,Western Queensland,1,100
4892,4892,PHN305,Western Queensland,0.2096718,20.9671786
4892,4892,PHN307,Northern Queensland,0.7903282,79.0328214
4895,4895,PHN307,Northern Queensland,1,100
5000,5000,PHN401,Adelaide,1,100
5005,5005,PHN401,Adelaide,1,100
5006,5006,PHN401,Adelaide,1,100
5007,5007,PHN401,Adelaide,1,100
5008,5008,PHN401,Adelaide,1,100
5009,5009,PHN401,Adelaide,1,100
5010,5010,PHN401,Adelaide,1,100
5011,5011,PHN401,Adelaide,1,100
5012,5012,PHN401,Adelaide,1,100
5013,5013,PHN401,Adelaide,1,100
5014,5014,PHN401,Adelaide,1,100
5015,5015,PHN401,Adelaide,1,100
5016,5016,PHN401,Adelaide,1,100
5017,5017,PHN401,Adelaide,1,100
5018,5018,PHN401,Adelaide,1,100
5019,5019,PHN401,Adelaide,1,100
5020,5020,PHN401,Adelaide,1,100
5021,5021,PHN401,Adelaide,1,100
5022,5022,PHN401,Adelaide,1,100
5023,5023,PHN401,Adelaide,1,100
5024,5024,PHN401,Adelaide,1,100
5025,5025,PHN401,Adelaide,1,100
5031,5031,PHN401,Adelaide,1,100
5032,5032,PHN401,Adelaide,1,100
5033,5033,PHN401,Adelaide,1,100
5034,5034,PHN401,Adelaide,1,100
5035,5035,PHN401,Adelaide,1,100
5037,5037,PHN401,Adelaide,1,100
5038,5038,PHN401,Adelaide,1,100
5039,5039,PHN401,Adelaide,1,100
5040,5040,PHN401,Adelaide,1,100
5041,5041,PHN401,Adelaide,1,100
5042,5042,PHN401,Adelaide,1,100
5043,5043,PHN401,Adelaide,1,100
5044,5044,PHN401,Adelaide,1,100
5045,5045,PHN401,Adelaide,1,100
5046,5046,PHN401,Adelaide,1,100
5047,5047,PHN401,Adelaide,1,100
5048,5048,PHN401,Adelaide,1,100
5049,5049,PHN401,Adelaide,1,100
5050,5050,PHN401,Adelaide,1,100
5051,5051,PHN401,Adelaide,1,100
5052,5052,PHN401,Adelaide,1,99.9999997
5061,5061,PHN401,Adelaide,1,100
5062,5062,PHN401,Adelaide,1,100
5063,5063,PHN401,Adelaide,1,100
5064,5064,PHN401,Adelaide,1,100
5065,5065,PHN401,Adelaide,1,100
5066,5066,PHN401,Adelaide,1,100
5067,5067,PHN401,Adelaide,1,100
5068,5068,PHN401,Adelaide,1,100
5069,5069,PHN401,Adelaide,1,100
5070,5070,PHN401,Adelaide,1,100
5072,5072,PHN401,Adelaide,0.8856309,88.5630927
5072,5072,PHN402,Country SA,0.1143691,11.4369073
5073,5073,PHN401,Adelaide,0.9764814,97.64814
5073,5073,PHN402,Country SA,0.0235186,2.35186
5074,5074,PHN401,Adelaide,1,100
5075,5075,PHN401,Adelaide,1,100
5076,5076,PHN401,Adelaide,0.9976048,99.7604794
5076,5076,PHN402,Country SA,0.0023952,0.2395206
5081,5081,PHN401,Adelaide,1,100
5082,5082,PHN401,Adelaide,1,100
5083,5083,PHN401,Adelaide,1,100
5084,5084,PHN401,Adelaide,1,100
5085,5085,PHN401,Adelaide,1,100
5086,5086,PHN401,Adelaide,1,100
5087,5087,PHN401,Adelaide,1,100
5088,5088,PHN401,Adelaide,1,100
5089,5089,PHN401,Adelaide,1,100
5090,5090,PHN401,Adelaide,1,100
5091,5091,PHN401,Adelaide,1,100
5092,5092,PHN401,Adelaide,1,100
5093,5093,PHN401,Adelaide,1,100
5094,5094,PHN401,Adelaide,1,100
5095,5095,PHN401,Adelaide,1,100
5096,5096,PHN401,Adelaide,1,100
5097,5097,PHN401,Adelaide,1,100
5098,5098,PHN401,Adelaide,1,100
5106,5106,PHN401,Adelaide,1,100
5107,5107,PHN401,Adelaide,1,100
5108,5108,PHN401,Adelaide,1,100
5109,5109,PHN401,Adelaide,1,100
5110,5110,PHN401,Adelaide,1,100
5111,5111,PHN401,Adelaide,1,100
5112,5112,PHN401,Adelaide,1,100
5113,5113,PHN401,Adelaide,1,100
5114,5114,PHN401,Adelaide,0.994488,99.4488003
5114,5114,PHN402,Country SA,0.005512,0.5511997
5115,5115,PHN401,Adelaide,0.950971,95.0970953
5115,5115,PHN402,Country SA,0.049029,4.9029047
5116,5116,PHN401,Adelaide,0.0136494,1.3649359
5116,5116,PHN402,Country SA,0.9863506,98.6350641
5117,5117,PHN401,Adelaide,1,100
5118,5118,PHN401,Adelaide,0.0138987,1.389869
5118,5118,PHN402,Country SA,0.9861013,98.610131
5120,5120,PHN401,Adelaide,1,100
5121,5121,PHN401,Adelaide,1,100
5125,5125,PHN401,Adelaide,1,100
5126,5126,PHN401,Adelaide,1,100
5127,5127,PHN401,Adelaide,1,100
5131,5131,PHN401,Adelaide,0.2312374,23.1237355
5131,5131,PHN402,Country SA,0.7687626,76.8762645
5132,5132,PHN401,Adelaide,0.0799999,7.9999868
5132,5132,PHN402,Country SA,0.9200001,92.0000132
5133,5133,PHN402,Country SA,1,100
5134,5134,PHN402,Country SA,1,100
5136,5136,PHN402,Country SA,1,100
5137,5137,PHN402,Country SA,1,100
5138,5138,PHN402,Country SA,1,100
5139,5139,PHN402,Country SA,1,100
5140,5140,PHN402,Country SA,1,100
5141,5141,PHN402,Country SA,1,100
5142,5142,PHN402,Country SA,1,100
5144,5144,PHN402,Country SA,1,100
5150,5150,PHN401,Adelaide,1,100
5151,5151,PHN402,Country SA,1,100
5152,5152,PHN401,Adelaide,0.0162973,1.6297268
5152,5152,PHN402,Country SA,0.9837027,98.3702732
5153,5153,PHN401,Adelaide,0.030738,3.0738028
5153,5153,PHN402,Country SA,0.969262,96.9261972
5154,5154,PHN402,Country SA,1,100
5155,5155,PHN402,Country SA,1,100
5156,5156,PHN401,Adelaide,0.1723045,17.230453
5156,5156,PHN402,Country SA,0.8276955,82.769547
5157,5157,PHN401,Adelaide,0.8261018,82.6101804
5157,5157,PHN402,Country SA,0.1738982,17.3898196
5158,5158,PHN401,Adelaide,1,100
5159,5159,PHN401,Adelaide,1,100
5160,5160,PHN401,Adelaide,1,100
5161,5161,PHN401,Adelaide,1,100
5162,5162,PHN401,Adelaide,1,100
5163,5163,PHN401,Adelaide,1,100
5164,5164,PHN401,Adelaide,1,100
5165,5165,PHN401,Adelaide,1,100
5166,5166,PHN401,Adelaide,1,100
5167,5167,PHN401,Adelaide,1,100
5168,5168,PHN401,Adelaide,1,100
5169,5169,PHN401,Adelaide,1,100
5170,5170,PHN401,Adelaide,1,100
5171,5171,PHN401,Adelaide,1,100
5172,5172,PHN401,Adelaide,0.7901797,79.0179684
5172,5172,PHN402,Country SA,0.2098203,20.9820316
5173,5173,PHN401,Adelaide,1,100
5174,5174,PHN401,Adelaide,0.9917611,99.1761069
5174,5174,PHN402,Country SA,0.0082389,0.8238931
5201,5201,PHN401,Adelaide,0.0265306,2.6530606
5201,5201,PHN402,Country SA,0.9734694,97.3469394
5202,5202,PHN402,Country SA,1,100
5203,5203,PHN402,Country SA,1,100
5204,5204,PHN402,Country SA,1,100
5210,5210,PHN402,Country SA,1,100
5211,5211,PHN402,Country SA,1,100
5212,5212,PHN402,Country SA,1,100
5213,5213,PHN402,Country SA,1,100
5214,5214,PHN402,Country SA,1,100
5220,5220,PHN402,Country SA,1,100
5221,5221,PHN402,Country SA,1,100
5222,5222,PHN402,Country SA,1,100
5223,5223,PHN402,Country SA,1,100
5231,5231,PHN402,Country SA,1,100
5232,5232,PHN402,Country SA,1,100
5233,5233,PHN402,Country SA,1,100
5234,5234,PHN402,Country SA,1,100
5235,5235,PHN402,Country SA,1,100
5236,5236,PHN402,Country SA,1,100
5237,5237,PHN402,Country SA,1,100
5238,5238,PHN402,Country SA,1,100
5240,5240,PHN402,Country SA,1,100
5241,5241,PHN402,Country SA,1,100
5242,5242,PHN402,Country SA,1,100
5243,5243,PHN402,Country SA,1,100
5244,5244,PHN402,Country SA,1,100
5245,5245,PHN402,Country SA,1,100
5250,5250,PHN402,Country SA,1,100
5251,5251,PHN402,Country SA,1,100
5252,5252,PHN402,Country SA,1,100
5253,5253,PHN402,Country SA,1,100
5254,5254,PHN402,Country SA,1,100
5255,5255,PHN402,Country SA,1,100
5256,5256,PHN402,Country SA,1,100
5259,5259,PHN402,Country SA,1,100
5260,5260,PHN402,Country SA,1,100
5261,5261,PHN402,Country SA,1,100
5262,5262,PHN402,Country SA,1,100
5263,5263,PHN402,Country SA,1,100
5264,5264,PHN402,Country SA,1,100
5265,5265,PHN402,Country SA,1,100
5266,5266,PHN402,Country SA,1,100
5267,5267,PHN402,Country SA,1,100
5268,5268,PHN402,Country SA,1,100
5269,5269,PHN402,Country SA,1,100
5270,5270,PHN402,Country SA,1,100
5271,5271,PHN402,Country SA,1,100
5272,5272,PHN402,Country SA,1,100
5273,5273,PHN402,Country SA,1,100
5275,5275,PHN402,Country SA,1,100
5276,5276,PHN402,Country SA,1,100
5277,5277,PHN402,Country SA,1,100
5278,5278,PHN402,Country SA,1,100
5279,5279,PHN402,Country SA,1,100
5280,5280,PHN402,Country SA,1,100
5290,5290,PHN402,Country SA,1,100
5291,5291,PHN402,Country SA,1,100
5301,5301,PHN402,Country SA,1,100
5302,5302,PHN402,Country SA,1,100
5303,5303,PHN402,Country SA,1,100
5304,5304,PHN402,Country SA,1,100
5306,5306,PHN402,Country SA,1,100
5307,5307,PHN402,Country SA,1,100
5308,5308,PHN402,Country SA,1,100
5309,5309,PHN402,Country SA,1,100
5310,5310,PHN402,Country SA,1,100
5311,5311,PHN402,Country SA,1,100
5320,5320,PHN402,Country SA,1,100
5321,5321,PHN402,Country SA,1,100
5322,5322,PHN402,Country SA,1,100
5330,5330,PHN402,Country SA,1,100
5331,5331,PHN402,Country SA,1,100
5332,5332,PHN402,Country SA,1,100
5333,5333,PHN402,Country SA,1,100
5340,5340,PHN402,Country SA,1,100
5341,5341,PHN402,Country SA,1,100
5342,5342,PHN402,Country SA,1,100
5343,5343,PHN402,Country SA,1,100
5344,5344,PHN402,Country SA,1,100
5345,5345,PHN402,Country SA,1,100
5346,5346,PHN402,Country SA,1,100
5350,5350,PHN402,Country SA,1,100
5351,5351,PHN402,Country SA,1,100
5352,5352,PHN402,Country SA,1,100
5353,5353,PHN402,Country SA,1,100
5354,5354,PHN402,Country SA,1,100
5355,5355,PHN402,Country SA,1,100
5356,5356,PHN402,Country SA,1,100
5357,5357,PHN402,Country SA,1,100
5360,5360,PHN402,Country SA,1,100
5371,5371,PHN402,Country SA,1,100
5372,5372,PHN402,Country SA,1,100
5373,5373,PHN402,Country SA,1,100
