POA_CODE_2016,POA_NAME_2016,PHN_CODE_2017,PHN_NAME_2017,RATIO,PERCENTAGE
800,800,PHN701,Northern Territory,1,100
810,810,PHN701,Northern Territory,1,100
812,812,PHN701,Northern Territory,1,100
815,815,PHN701,Northern Territory,1,100
820,820,PHN701,Northern Territory,1,100
822,822,PHN701,Northern Territory,1,100
828,828,PHN701,Northern Territory,1,100
829,829,PHN701,Northern Territory,1,100
830,830,PHN701,Northern Territory,1,100
832,832,PHN701,Northern Territory,1,100
834,834,PHN701,Northern Territory,1,100
835,835,PHN701,Northern Territory,1,100
836,836,PHN701,Northern Territory,1,100
837,837,PHN701,Northern Territory,1,100
838,838,PHN701,Northern Territory,1,100
839,839,PHN701,Northern Territory,1,100
840,840,PHN701,Northern Territory,1,100
841,841,PHN701,Northern Territory,1,100
845,845,PHN701,Northern Territory,1,100
846,846,PHN701,Northern Territory,1,100
847,847,PHN701,Northern Territory,1,100
850,850,PHN701,Northern Territory,1,100
852,852,PHN701,Northern Territory,1,100
853,853,PHN701,Northern Territory,1,100
854,854,PHN701,Northern Territory,1,100
860,860,PHN701,Northern Territory,1,100
862,862,PHN701,Northern Territory,1,100
870,870,PHN701,Northern Territory,1,100
872,872,PHN402,Country SA,0.1284534,12.8453378
872,872,PHN503,Country WA,0.0824296,8.2429624
872,872,PHN701,Northern Territory,0.789117,78.9116998
873,873,PHN701,Northern Territory,1,100
874,874,PHN701,Northern Territory,1,100
875,875,PHN701,Northern Territory,1,100
880,880,PHN701,Northern Territory,1,100
885,885,PHN701,Northern Territory,1,100
886,886,PHN701,Northern Territory,1,100
2000,2000,PHN101,Central and Eastern Sydney,1,100
2006,2006,PHN101,Central and Eastern Sydney,1,100
2007,2007,PHN101,Central and Eastern Sydney,1,100
2008,2008,PHN101,Central and Eastern Sydney,1,100
2009,2009,PHN101,Central and Eastern Sydney,1,100
2010,2010,PHN101,Central and Eastern Sydney,1,100
2011,2011,PHN101,Central and Eastern Sydney,1,100
2015,2015,PHN101,Central and Eastern Sydney,1,100
2016,2016,PHN101,Central and Eastern Sydney,1,100
2017,2017,PHN101,Central and Eastern Sydney,1,100
2018,2018,PHN101,Central and Eastern Sydney,1,100
2019,2019,PHN101,Central and Eastern Sydney,1,100
2020,2020,PHN101,Central and Eastern Sydney,1,100
2021,2021,PHN101,Central and Eastern Sydney,1,100
2022,2022,PHN101,Central and Eastern Sydney,1,100
2023,2023,PHN101,Central and Eastern Sydney,1,100
2024,2024,PHN101,Central and Eastern Sydney,1,100
2025,2025,PHN101,Central and Eastern Sydney,1,100
2026,2026,PHN101,Central and Eastern Sydney,1,100
2027,2027,PHN101,Central and Eastern Sydney,1,100
2028,2028,PHN101,Central and Eastern Sydney,1,100
2029,2029,PHN101,Central and Eastern Sydney,1,100
2030,2030,PHN101,Central and Eastern Sydney,1,100
2031,2031,PHN101,Central and Eastern Sydney,1,100
2032,2032,PHN101,Central and Eastern Sydney,1,100
2033,2033,PHN101,Central and Eastern Sydney,1,100
2034,2034,PHN101,Central and Eastern Sydney,1,100
2035,2035,PHN101,Central and Eastern Sydney,1,100
2036,2036,PHN101,Central and Eastern Sydney,1,100
2037,2037,PHN101,Central and Eastern Sydney,1,100
2038,2038,PHN101,Central and Eastern Sydney,1,100
2039,2039,PHN101,Central and Eastern Sydney,1,100
2040,2040,PHN101,Central and Eastern Sydney,1,100
2041,2041,PHN101,Central and Eastern Sydney,1,100
2042,2042,PHN101,Central and Eastern Sydney,1,100
2043,2043,PHN101,Central and Eastern Sydney,1,100
2044,2044,PHN101,Central and Eastern Sydney,1,100
2045,2045,PHN101,Central and Eastern Sydney,1,100
2046,2046,PHN101,Central and Eastern Sydney,1,100
2047,2047,PHN101,Central and Eastern Sydney,1,100
2048,2048,PHN101,Central and Eastern Sydney,1,100
2049,2049,PHN101,Central and Eastern Sydney,1,100
2050,2050,PHN101,Central and Eastern Sydney,1,100
2052,2052,PHN101,Central and Eastern Sydney,1,100
2060,2060,PHN102,Northern Sydney,1,100
2061,2061,PHN102,Northern Sydney,1,100
2062,2062,PHN102,Northern Sydney,1,100
2063,2063,PHN102,Northern Sydney,1,100
2064,2064,PHN102,Northern Sydney,1,100
2065,2065,PHN102,Northern Sydney,1,100
2066,2066,PHN102,Northern Sydney,1,100
2067,2067,PHN102,Northern Sydney,1,100
2068,2068,PHN102,Northern Sydney,1,100
2069,2069,PHN102,Northern Sydney,1,100
2070,2070,PHN102,Northern Sydney,1,100
2071,2071,PHN102,Northern Sydney,1,100
2072,2072,PHN102,Northern Sydney,1,100
2073,2073,PHN102,Northern Sydney,1,100
2074,2074,PHN102,Northern Sydney,1,100
2075,2075,PHN102,Northern Sydney,1,100
2076,2076,PHN102,Northern Sydney,1,100
2077,2077,PHN102,Northern Sydney,1,100
2079,2079,PHN102,Northern Sydney,1,100
2080,2080,PHN102,Northern Sydney,1,100
2081,2081,PHN102,Northern Sydney,1,100
2082,2082,PHN102,Northern Sydney,1,100
2083,2083,PHN102,Northern Sydney,0.6947367,69.4736721
2083,2083,PHN108,Hunter New England and Central Coast,0.3052633,30.5263279
2084,2084,PHN102,Northern Sydney,1,100
2085,2085,PHN102,Northern Sydney,1,100
2086,2086,PHN102,Northern Sydney,1,100
2087,2087,PHN102,Northern Sydney,1,100
2088,2088,PHN102,Northern Sydney,1,100
2089,2089,PHN102,Northern Sydney,1,100
2090,2090,PHN102,Northern Sydney,1,100
2092,2092,PHN102,Northern Sydney,1,100
2093,2093,PHN102,Northern Sydney,1,100
2094,2094,PHN102,Northern Sydney,1,100
2095,2095,PHN102,Northern Sydney,1,100
2096,2096,PHN102,Northern Sydney,1,100
2097,2097,PHN102,Northern Sydney,1,100
2099,2099,PHN102,Northern Sydney,1,100
2100,2100,PHN102,Northern Sydney,1,100
2101,2101,PHN102,Northern Sydney,1,100
2102,2102,PHN102,Northern Sydney,1,100
2103,2103,PHN102,Northern Sydney,1,100
2104,2104,PHN102,Northern Sydney,1,100
2105,2105,PHN102,Northern Sydney,1,100
2106,2106,PHN102,Northern Sydney,1,100
2107,2107,PHN102,Northern Sydney,1,100
2108,2108,PHN102,Northern Sydney,1,100
2109,2109,PHN102,Northern Sydney,1,100
2110,2110,PHN101,Central and Eastern Sydney,0.0002901,0.0290107
2110,2110,PHN102,Northern Sydney,0.9997099,99.9709893
2111,2111,PHN102,Northern Sydney,1,100
2112,2112,PHN102,Northern Sydney,1,100
2113,2113,PHN102,Northern Sydney,1,100
2114,2114,PHN102,Northern Sydney,0.9998334,99.9833364
2114,2114,PHN103,Western Sydney,0.0001666,0.0166636
2115,2115,PHN103,Western Sydney,1,100
2116,2116,PHN103,Western Sydney,1,100
2117,2117,PHN103,Western Sydney,1,100
2118,2118,PHN102,Northern Sydney,0.1820385,18.20385
2118,2118,PHN103,Western Sydney,0.8179615,81.79615
2119,2119,PHN102,Northern Sydney,1,100
2120,2120,PHN102,Northern Sydney,1,100
2121,2121,PHN102,Northern Sydney,0.6511447,65.114471
2121,2121,PHN103,Western Sydney,0.3488553,34.885529
2122,2122,PHN102,Northern Sydney,0.8900781,89.0078118
2122,2122,PHN103,Western Sydney,0.1099219,10.9921882
2123,2123,PHN103,Western Sydney,1,100
2125,2125,PHN102,Northern Sydney,0.2294067,22.9406741
2125,2125,PHN103,Western Sydney,0.7705933,77.0593259
2126,2126,PHN102,Northern Sydney,1,100
2127,2127,PHN103,Western Sydney,1,99.9999998
2128,2128,PHN103,Western Sydney,1,100
2129,2129,PHN101,Central and Eastern Sydney,1,100
2130,2130,PHN101,Central and Eastern Sydney,1,100
2131,2131,PHN101,Central and Eastern Sydney,1,100
2132,2132,PHN101,Central and Eastern Sydney,1,100
2133,2133,PHN101,Central and Eastern Sydney,1,100
2134,2134,PHN101,Central and Eastern Sydney,1,100
2135,2135,PHN101,Central and Eastern Sydney,1,100
2136,2136,PHN101,Central and Eastern Sydney,1,100
2137,2137,PHN101,Central and Eastern Sydney,1,100
2138,2138,PHN101,Central and Eastern Sydney,1,100
2139,2139,PHN101,Central and Eastern Sydney,1,100
2140,2140,PHN101,Central and Eastern Sydney,1,100
2141,2141,PHN103,Western Sydney,1,100
2142,2142,PHN103,Western Sydney,1,100
2143,2143,PHN103,Western Sydney,0.4732952,47.3295156
2143,2143,PHN105,South Western Sydney,0.5267048,52.6704844
2144,2144,PHN103,Western Sydney,1,100
2145,2145,PHN103,Western Sydney,1,100
2146,2146,PHN103,Western Sydney,1,100
2147,2147,PHN103,Western Sydney,1,100
2148,2148,PHN103,Western Sydney,1,100
2150,2150,PHN103,Western Sydney,1,100
2151,2151,PHN103,Western Sydney,1,100
2152,2152,PHN103,Western Sydney,1,100
2153,2153,PHN103,Western Sydney,1,100
2154,2154,PHN102,Northern Sydney,0.1418076,14.1807626
2154,2154,PHN103,Western Sydney,0.8581924,85.8192374
2155,2155,PHN103,Western Sydney,1,100
2156,2156,PHN102,Northern Sydney,0.0259227,2.5922742
2156,2156,PHN103,Western Sydney,0.9740773,97.4077258
2157,2157,PHN102,Northern Sydney,0.4572569,45.7256875
2157,2157,PHN103,Western Sydney,0.5427431,54.2743125
2158,2158,PHN102,Northern Sydney,0.6285414,62.8541359
2158,2158,PHN103,Western Sydney,0.3714586,37.1458641
2159,2159,PHN102,Northern Sydney,1,100
2160,2160,PHN103,Western Sydney,1,100
2161,2161,PHN103,Western Sydney,0.8642977,86.4297744
2161,2161,PHN105,South Western Sydney,0.1357023,13.5702256
2162,2162,PHN103,Western Sydney,0.038768,3.8768047
2162,2162,PHN105,South Western Sydney,0.961232,96.1231953
2163,2163,PHN105,South Western Sydney,1,100
2164,2164,PHN103,Western Sydney,0.0776224,7.7622377
2164,2164,PHN105,South Western Sydney,0.9223776,92.2377623
2165,2165,PHN103,Western Sydney,0.0039858,0.3985847
2165,2165,PHN105,South Western Sydney,0.9960142,99.6014153
2166,2166,PHN105,South Western Sydney,1,100
2167,2167,PHN105,South Western Sydney,1,100
2168,2168,PHN105,South Western Sydney,1,100
2170,2170,PHN105,South Western Sydney,1,100
2171,2171,PHN105,South Western Sydney,1,100
2172,2172,PHN101,Central and Eastern Sydney,0.2108089,21.0808916
2172,2172,PHN105,South Western Sydney,0.7891911,78.9191084
2173,2173,PHN105,South Western Sydney,1,99.9999998
2174,2174,PHN105,South Western Sydney,1,100
2175,2175,PHN105,South Western Sydney,1,100
2176,2176,PHN105,South Western Sydney,1,100
2177,2177,PHN105,South Western Sydney,1,100
2178,2178,PHN104,Nepean Blue Mountains,0.4235737,42.3573673
2178,2178,PHN105,South Western Sydney,0.5764263,57.6426327
2179,2179,PHN105,South Western Sydney,1,100
2190,2190,PHN101,Central and Eastern Sydney,0.061051,6.105104
2190,2190,PHN105,South Western Sydney,0.938949,93.894896
2191,2191,PHN101,Central and Eastern Sydney,1,100
2192,2192,PHN101,Central and Eastern Sydney,1,100
2193,2193,PHN101,Central and Eastern Sydney,1,100
2194,2194,PHN101,Central and Eastern Sydney,1,100
2195,2195,PHN101,Central and Eastern Sydney,1,100
2196,2196,PHN101,Central and Eastern Sydney,0.7412952,74.1295247
2196,2196,PHN105,South Western Sydney,0.2587048,25.8704753
2197,2197,PHN105,South Western Sydney,1,100
2198,2198,PHN105,South Western Sydney,1,100
2199,2199,PHN105,South Western Sydney,1,100
2200,2200,PHN105,South Western Sydney,1,100
2203,2203,PHN101,Central and Eastern Sydney,1,100
2204,2204,PHN101,Central and Eastern Sydney,1,100
2205,2205,PHN101,Central and Eastern Sydney,1,100
2206,2206,PHN101,Central and Eastern Sydney,1,100
2207,2207,PHN101,Central and Eastern Sydney,1,100
2208,2208,PHN101,Central and Eastern Sydney,1,100
2209,2209,PHN101,Central and Eastern Sydney,1,100
2210,2210,PHN101,Central and Eastern Sydney,1,100
2211,2211,PHN105,South Western Sydney,1,100
2212,2212,PHN105,South Western Sydney,1,100
2213,2213,PHN105,South Western Sydney,1,100
2214,2214,PHN105,South Western Sydney,1,100
2216,2216,PHN101,Central and Eastern Sydney,1,100
2217,2217,PHN101,Central and Eastern Sydney,1,100
2218,2218,PHN101,Central and Eastern Sydney,1,100
2219,2219,PHN101,Central and Eastern Sydney,1,100
2220,2220,PHN101,Central and Eastern Sydney,1,100
2221,2221,PHN101,Central and Eastern Sydney,1,100
2222,2222,PHN101,Central and Eastern Sydney,1,100
2223,2223,PHN101,Central and Eastern Sydney,1,100
2224,2224,PHN101,Central and Eastern Sydney,1,100
2225,2225,PHN101,Central and Eastern Sydney,1,100
2226,2226,PHN101,Central and Eastern Sydney,1,100
2227,2227,PHN101,Central and Eastern Sydney,1,100
2228,2228,PHN101,Central and Eastern Sydney,1,100
2229,2229,PHN101,Central and Eastern Sydney,1,100
2230,2230,PHN101,Central and Eastern Sydney,1,100
2231,2231,PHN101,Central and Eastern Sydney,1,100
2232,2232,PHN101,Central and Eastern Sydney,1,100
2233,2233,PHN101,Central and Eastern Sydney,1,100
2234,2234,PHN101,Central and Eastern Sydney,1,100
2250,2250,PHN108,Hunter New England and Central Coast,1,100
2251,2251,PHN108,Hunter New England and Central Coast,1,100
2256,2256,PHN108,Hunter New England and Central Coast,1,100
2257,2257,PHN108,Hunter New England and Central Coast,1,100
2258,2258,PHN108,Hunter New England and Central Coast,1,100
2259,2259,PHN108,Hunter New England and Central Coast,1,100
2260,2260,PHN108,Hunter New England and Central Coast,1,100
2261,2261,PHN108,Hunter New England and Central Coast,1,100
2262,2262,PHN108,Hunter New England and Central Coast,1,100
2263,2263,PHN108,Hunter New England and Central Coast,1,100
2264,2264,PHN108,Hunter New England and Central Coast,1,100
2265,2265,PHN108,Hunter New England and Central Coast,1,100
2267,2267,PHN108,Hunter New England and Central Coast,1,100
2278,2278,PHN108,Hunter New England and Central Coast,1,100
2280,2280,PHN108,Hunter New England and Central Coast,1,100
2281,2281,PHN108,Hunter New England and Central Coast,1,100
2282,2282,PHN108,Hunter New England and Central Coast,1,100
2283,2283,PHN108,Hunter New England and Central Coast,1,100
2284,2284,PHN108,Hunter New England and Central Coast,1,100
2285,2285,PHN108,Hunter New England and Central Coast,1,100
2286,2286,PHN108,Hunter New England and Central Coast,1,100
2287,2287,PHN108,Hunter New England and Central Coast,1,100
2289,2289,PHN108,Hunter New England and Central Coast,1,100
2290,2290,PHN108,Hunter New England and Central Coast,1,100
2291,2291,PHN108,Hunter New England and Central Coast,1,100
2292,2292,PHN108,Hunter New England and Central Coast,1,100
2293,2293,PHN108,Hunter New England and Central Coast,1,100
2294,2294,PHN108,Hunter New England and Central Coast,1,100
2295,2295,PHN108,Hunter New England and Central Coast,1,100
2296,2296,PHN108,Hunter New England and Central Coast,1,100
2297,2297,PHN108,Hunter New England and Central Coast,1,100
2298,2298,PHN108,Hunter New England and Central Coast,1,100
2299,2299,PHN108,Hunter New England and Central Coast,1,100
2300,2300,PHN108,Hunter New England and Central Coast,1,100
2302,2302,PHN108,Hunter New England and Central Coast,1,100
2303,2303,PHN108,Hunter New England and Central Coast,1,100
2304,2304,PHN108,Hunter New England and Central Coast,1,100
2305,2305,PHN108,Hunter New England and Central Coast,1,100
2306,2306,PHN108,Hunter New England and Central Coast,1,100
2307,2307,PHN108,Hunter New England and Central Coast,1,100
2308,2308,PHN108,Hunter New England and Central Coast,1,100
2311,2311,PHN108,Hunter New England and Central Coast,1,100
2312,2312,PHN108,Hunter New England and Central Coast,1,100
2314,2314,PHN108,Hunter New England and Central Coast,1,100
2315,2315,PHN108,Hunter New England and Central Coast,1,100
2316,2316,PHN108,Hunter New England and Central Coast,1,100
2317,2317,PHN108,Hunter New England and Central Coast,1,100
2318,2318,PHN108,Hunter New England and Central Coast,1,100
2319,2319,PHN108,Hunter New England and Central Coast,1,100
2320,2320,PHN108,Hunter New England and Central Coast,1,100
2321,2321,PHN108,Hunter New England and Central Coast,1,100
2322,2322,PHN108,Hunter New England and Central Coast,1,100
2323,2323,PHN108,Hunter New England and Central Coast,1,100
2324,2324,PHN108,Hunter New England and Central Coast,1,100
2325,2325,PHN108,Hunter New England and Central Coast,1,100
2326,2326,PHN108,Hunter New England and Central Coast,1,100
2327,2327,PHN108,Hunter New England and Central Coast,1,100
2328,2328,PHN108,Hunter New England and Central Coast,1,100
2329,2329,PHN107,Western NSW,0.0239006,2.3900577
2329,2329,PHN108,Hunter New England and Central Coast,0.9760994,97.6099423
2330,2330,PHN104,Nepean Blue Mountains,0.0001477,0.0147704
2330,2330,PHN108,Hunter New England and Central Coast,0.9998523,99.9852296
2331,2331,PHN108,Hunter New England and Central Coast,1,100
2333,2333,PHN108,Hunter New England and Central Coast,1,100
2334,2334,PHN108,Hunter New England and Central Coast,1,100
2335,2335,PHN108,Hunter New England and Central Coast,1,100
2336,2336,PHN108,Hunter New England and Central Coast,1,100
2337,2337,PHN108,Hunter New England and Central Coast,1,100
2338,2338,PHN108,Hunter New England and Central Coast,1,100
2339,2339,PHN108,Hunter New England and Central Coast,1,100
2340,2340,PHN108,Hunter New England and Central Coast,1,100
2341,2341,PHN108,Hunter New England and Central Coast,1,100
2342,2342,PHN108,Hunter New England and Central Coast,1,100
2343,2343,PHN108,Hunter New England and Central Coast,1,100
2344,2344,PHN108,Hunter New England and Central Coast,1,100
2345,2345,PHN108,Hunter New England and Central Coast,1,100
2346,2346,PHN108,Hunter New England and Central Coast,1,100
2347,2347,PHN108,Hunter New England and Central Coast,1,100
2350,2350,PHN108,Hunter New England and Central Coast,1,100
2351,2351,PHN108,Hunter New England and Central Coast,1,100
2352,2352,PHN108,Hunter New England and Central Coast,1,100
2353,2353,PHN108,Hunter New England and Central Coast,1,100
2354,2354,PHN108,Hunter New England and Central Coast,1,100
2355,2355,PHN108,Hunter New England and Central Coast,1,100
2356,2356,PHN108,Hunter New England and Central Coast,1,100
2357,2357,PHN107,Western NSW,1,100
2358,2358,PHN108,Hunter New England and Central Coast,1,100
2359,2359,PHN108,Hunter New England and Central Coast,1,100
2360,2360,PHN108,Hunter New England and Central Coast,1,100
2361,2361,PHN108,Hunter New England and Central Coast,1,100
2365,2365,PHN108,Hunter New England and Central Coast,1,99.9999997
2369,2369,PHN108,Hunter New England and Central Coast,1,100
2370,2370,PHN108,Hunter New England and Central Coast,0.9977807,99.7780677
2370,2370,PHN109,North Coast,0.0022193,0.2219323
2371,2371,PHN108,Hunter New England and Central Coast,1,100
2372,2372,PHN108,Hunter New England and Central Coast,1,100
2379,2379,PHN107,Western NSW,0.5032894,50.3289441
2379,2379,PHN108,Hunter New England and Central Coast,0.4967106,49.6710559
2380,2380,PHN108,Hunter New England and Central Coast,1,100
2381,2381,PHN107,Western NSW,0.0278481,2.7848107
2381,2381,PHN108,Hunter New England and Central Coast,0.9721519,97.2151893
2382,2382,PHN108,Hunter New England and Central Coast,1,100
2386,2386,PHN107,Western NSW,0.7671233,76.7123328
2386,2386,PHN108,Hunter New England and Central Coast,0.2328767,23.2876672
2387,2387,PHN107,Western NSW,0.7969543,79.6954315
2387,2387,PHN108,Hunter New England and Central Coast,0.2030457,20.3045685
2388,2388,PHN107,Western NSW,0.0197909,1.9790912
2388,2388,PHN108,Hunter New England and Central Coast,0.9802091,98.0209088
2390,2390,PHN108,Hunter New England and Central Coast,1,100
2395,2395,PHN107,Western NSW,1,100
2396,2396,PHN107,Western NSW,1,100
2397,2397,PHN108,Hunter New England and Central Coast,1,100
2398,2398,PHN108,Hunter New England and Central Coast,1,100
2399,2399,PHN108,Hunter New England and Central Coast,1,100
2400,2400,PHN108,Hunter New England and Central Coast,1,100
2401,2401,PHN108,Hunter New England and Central Coast,1,100
2402,2402,PHN108,Hunter New England and Central Coast,1,100
2403,2403,PHN108,Hunter New England and Central Coast,1,100
2404,2404,PHN108,Hunter New England and Central Coast,1,100
2405,2405,PHN108,Hunter New England and Central Coast,1,100
2406,2406,PHN108,Hunter New England and Central Coast,0.8060976,80.6097625
2406,2406,PHN304,Darling Downs and West Moreton,0.0121951,1.2195119
2406,2406,PHN305,Western Queensland,0.1817073,18.1707256
2408,2408,PHN108,Hunter New England and Central Coast,1,100
2409,2409,PHN108,Hunter New England and Central Coast,1,100
2410,2410,PHN108,Hunter New England and Central Coast,1,100
2411,2411,PHN108,Hunter New England and Central Coast,1,100
2415,2415,PHN108,Hunter New England and Central Coast,1,100
2420,2420,PHN108,Hunter New England and Central Coast,1,100
2421,2421,PHN108,Hunter New England and Central Coast,1,100
2422,2422,PHN108,Hunter New England and Central Coast,1,100
2423,2423,PHN108,Hunter New England and Central Coast,1,100
2424,2424,PHN108,Hunter New England and Central Coast,1,100
2425,2425,PHN108,Hunter New England and Central Coast,1,100
2426,2426,PHN108,Hunter New England and Central Coast,1,100
2427,2427,PHN108,Hunter New England and Central Coast,1,100
2428,2428,PHN108,Hunter New England and Central Coast,1,100
2429,2429,PHN108,Hunter New England and Central Coast,0.9502113,95.0211318
2429,2429,PHN109,North Coast,0.0497887,4.9788682
2430,2430,PHN108,Hunter New England and Central Coast,1,100
2431,2431,PHN109,North Coast,1,100
2439,2439,PHN109,North Coast,1,100
2440,2440,PHN108,Hunter New England and Central Coast,0.0015598,0.1559781
2440,2440,PHN109,North Coast,0.9984402,99.8440219
2441,2441,PHN109,North Coast,1,100
2443,2443,PHN108,Hunter New England and Central Coast,0.1543113,15.4311326
2443,2443,PHN109,North Coast,0.8456887,84.5688674
2444,2444,PHN109,North Coast,1,100
2445,2445,PHN109,North Coast,1,100
2446,2446,PHN109,North Coast,1,100
2447,2447,PHN109,North Coast,1,100
2448,2448,PHN109,North Coast,1,100
2449,2449,PHN109,North Coast,1,100
2450,2450,PHN109,North Coast,1,100
2452,2452,PHN109,North Coast,1,100
2453,2453,PHN108,Hunter New England and Central Coast,0.0603856,6.0385598
2453,2453,PHN109,North Coast,0.9396144,93.9614402
2454,2454,PHN109,North Coast,1,100
2455,2455,PHN109,North Coast,1,100
2456,2456,PHN109,North Coast,1,100
2460,2460,PHN109,North Coast,1,100
2462,2462,PHN109,North Coast,1,100
2463,2463,PHN109,North Coast,1,100
2464,2464,PHN109,North Coast,1,100
2465,2465,PHN109,North Coast,1,100
2466,2466,PHN109,North Coast,1,100
2469,2469,PHN108,Hunter New England and Central Coast,0.165374,16.5373995
2469,2469,PHN109,North Coast,0.834626,83.4626005
2470,2470,PHN109,North Coast,1,100
2471,2471,PHN109,North Coast,1,100
2472,2472,PHN109,North Coast,1,100
2473,2473,PHN109,North Coast,1,100
2474,2474,PHN109,North Coast,1,100
2475,2475,PHN109,North Coast,1,100
2476,2476,PHN108,Hunter New England and Central Coast,0.2825942,28.259423
2476,2476,PHN109,North Coast,0.7174058,71.740577
2477,2477,PHN109,North Coast,1,100
2478,2478,PHN109,North Coast,1,100
2479,2479,PHN109,North Coast,1,100
2480,2480,PHN109,North Coast,1,100
2481,2481,PHN109,North Coast,1,100
2482,2482,PHN109,North Coast,1,100
2483,2483,PHN109,North Coast,1,100
2484,2484,PHN109,North Coast,1,100
2485,2485,PHN109,North Coast,1,100
2486,2486,PHN109,North Coast,1,100
2487,2487,PHN109,North Coast,1,100
2488,2488,PHN109,North Coast,1,100
2489,2489,PHN109,North Coast,1,100
2490,2490,PHN109,North Coast,1,100
2500,2500,PHN106,South Eastern NSW,1,100
2502,2502,PHN106,South Eastern NSW,1,100
2505,2505,PHN106,South Eastern NSW,1,100
2506,2506,PHN106,South Eastern NSW,1,100
2508,2508,PHN105,South Western Sydney,0.0034564,0.3456352
2508,2508,PHN106,South Eastern NSW,0.9965436,99.6543647
2515,2515,PHN106,South Eastern NSW,1,100
2516,2516,PHN106,South Eastern NSW,1,100
2517,2517,PHN106,South Eastern NSW,1,100
2518,2518,PHN106,South Eastern NSW,1,100
2519,2519,PHN106,South Eastern NSW,1,100
2522,2522,PHN106,South Eastern NSW,1,100
2525,2525,PHN106,South Eastern NSW,1,100
2526,2526,PHN106,South Eastern NSW,1,100
2527,2527,PHN106,South Eastern NSW,1,100
2528,2528,PHN106,South Eastern NSW,1,100
2529,2529,PHN106,South Eastern NSW,1,100
2530,2530,PHN106,South Eastern NSW,1,100
2533,2533,PHN106,South Eastern NSW,1,100
2534,2534,PHN106,South Eastern NSW,1,100
2535,2535,PHN106,South Eastern NSW,1,100
2536,2536,PHN106,South Eastern NSW,1,100
2537,2537,PHN106,South Eastern NSW,1,100
2538,2538,PHN106,South Eastern NSW,1,100
2539,2539,PHN106,South Eastern NSW,1,100
2540,2540,PHN106,South Eastern NSW,1,100
2541,2541,PHN106,South Eastern NSW,1,100
2545,2545,PHN106,South Eastern NSW,1,100
2546,2546,PHN106,South Eastern NSW,1,100
2548,2548,PHN106,South Eastern NSW,1,100
2549,2549,PHN106,South Eastern NSW,1,100
2550,2550,PHN106,South Eastern NSW,1,100
2551,2551,PHN106,South Eastern NSW,1,100
2555,2555,PHN104,Nepean Blue Mountains,0.0748898,7.4889841
2555,2555,PHN105,South Western Sydney,0.9251102,92.5110159
2556,2556,PHN105,South Western Sydney,1,100
2557,2557,PHN105,South Western Sydney,1,100
2558,2558,PHN105,South Western Sydney,1,100
2559,2559,PHN105,South Western Sydney,1,100
2560,2560,PHN105,South Western Sydney,0.9998954,99.9895423
2560,2560,PHN106,South Eastern NSW,0.0001046,0.0104577
2563,2563,PHN105,South Western Sydney,1,100
2564,2564,PHN105,South Western Sydney,1,100
2565,2565,PHN105,South Western Sydney,1,100
2566,2566,PHN105,South Western Sydney,1,100
2567,2567,PHN105,South Western Sydney,1,100
2568,2568,PHN105,South Western Sydney,1,100
2569,2569,PHN105,South Western Sydney,1,100
2570,2570,PHN105,South Western Sydney,1,100
2571,2571,PHN105,South Western Sydney,1,100
2572,2572,PHN105,South Western Sydney,1,100
2573,2573,PHN105,South Western Sydney,1,100
2574,2574,PHN105,South Western Sydney,1,99.9999997
2575,2575,PHN105,South Western Sydney,1,100
2576,2576,PHN105,South Western Sydney,1,100
2577,2577,PHN105,South Western Sydney,0.9057933,90.5793319
2577,2577,PHN106,South Eastern NSW,0.0942067,9.4206681
2578,2578,PHN105,South Western Sydney,1,100
2579,2579,PHN105,South Western Sydney,0.4501624,45.0162404
2579,2579,PHN106,South Eastern NSW,0.5498376,54.9837596
2580,2580,PHN105,South Western Sydney,0.0002052,0.020517
2580,2580,PHN106,South Eastern NSW,0.998769,99.8768977
2580,2580,PHN107,Western NSW,0.0010259,0.1025853
2581,2581,PHN106,South Eastern NSW,1,100
