Postcode,Electoral division,Per cent postcode in electorate,DivisionID2016,StateAB2016,CandidateID2016,GivenNm2016,Surname2016,PartyNm2016,PartyAb2016,DivisionID2010,StateAb2010,CandidateID2010,GivenNm2010,Surname2010,PartyNm2010,PartyAb2010,DivisionID2013,StateAb2013,CandidateID2013,GivenNm2013,Surname2013,PartyNm2013,PartyAb2013
3043,Calwell,96.9,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3043,Wills,3.1,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3044,Wills,100,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3045,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3046,Wills,100,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3047,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3048,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3049,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3050,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3051,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3052,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3053,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3054,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3055,Wills,100,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3056,Melbourne,13.7,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3056,Wills,86.3,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3057,Melbourne,24.9,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3057,Wills,75.1,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3058,Wills,100,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3059,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3060,Wills,100,234,VIC,28253,Peter,KHALIL,Australian Labor Party,ALP,234,VIC,21073,Kelvin,THOMSON,Australian Labor Party,ALP,234,VIC,23322,Kelvin,THOMSON,Australian Labor Party,ALP
3061,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3063,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3064,Calwell,100,203,VIC,28311,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,21159,Maria,VAMVAKINOU,Australian Labor Party,ALP,203,VIC,23299,Maria,VAMVAKINOU,Australian Labor Party,ALP
3065,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3066,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3067,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3068,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3070,Batman,100,199,VIC,28241,David,FEENEY,Australian Labor Party,ALP,199,VIC,21035,Martin John,FERGUSON,Australian Labor Party,ALP,199,VIC,23296,David,FEENEY,Australian Labor Party,ALP
3071,Batman,100,199,VIC,28241,David,FEENEY,Australian Labor Party,ALP,199,VIC,21035,Martin John,FERGUSON,Australian Labor Party,ALP,199,VIC,23296,David,FEENEY,Australian Labor Party,ALP
3072,Batman,100,199,VIC,28241,David,FEENEY,Australian Labor Party,ALP,199,VIC,21035,Martin John,FERGUSON,Australian Labor Party,ALP,199,VIC,23296,David,FEENEY,Australian Labor Party,ALP
3073,Batman,100,199,VIC,28241,David,FEENEY,Australian Labor Party,ALP,199,VIC,21035,Martin John,FERGUSON,Australian Labor Party,ALP,199,VIC,23296,David,FEENEY,Australian Labor Party,ALP
3074,Scullin,100,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3075,Scullin,100,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3076,McEwen,5.2,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3076,Scullin,94.8,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3078,Batman,75.9,199,VIC,28241,David,FEENEY,Australian Labor Party,ALP,199,VIC,21035,Martin John,FERGUSON,Australian Labor Party,ALP,199,VIC,23296,David,FEENEY,Australian Labor Party,ALP
3078,Melbourne,24.1,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3079,Jagajaga,100,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3081,Jagajaga,100,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3082,Scullin,100,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3083,Batman,27,199,VIC,28241,David,FEENEY,Australian Labor Party,ALP,199,VIC,21035,Martin John,FERGUSON,Australian Labor Party,ALP,199,VIC,23296,David,FEENEY,Australian Labor Party,ALP
3083,Jagajaga,15.1,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3083,Scullin,57.9,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3084,Jagajaga,100,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3085,Jagajaga,100,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3086,Batman,100,199,VIC,28241,David,FEENEY,Australian Labor Party,ALP,199,VIC,21035,Martin John,FERGUSON,Australian Labor Party,ALP,199,VIC,23296,David,FEENEY,Australian Labor Party,ALP
3087,Jagajaga,56.3,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3087,Scullin,43.7,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3088,Jagajaga,73.4,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3088,Scullin,26.6,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3089,Jagajaga,3.8,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3089,McEwen,85.4,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3089,Scullin,10.9,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3090,Scullin,100,232,VIC,28243,Andrew,GILES,Australian Labor Party,ALP,232,VIC,21077,Harry,JENKINS,Australian Labor Party,ALP,232,VIC,23324,Andrew,GILES,Australian Labor Party,ALP
3091,McEwen,100,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3093,Jagajaga,100,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3094,Jagajaga,100,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3095,Jagajaga,83.2,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3095,McEwen,16.8,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3096,McEwen,100,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3097,McEwen,100,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3099,McEwen,100,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3101,Kooyong,100,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3102,Kooyong,100,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3103,Kooyong,100,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3104,Chisholm,0.5,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3104,Kooyong,99.5,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3105,Menzies,100,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3106,Menzies,100,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3107,Menzies,100,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3108,Menzies,100,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3109,Menzies,100,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3111,Menzies,100,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3113,Jagajaga,32.3,220,VIC,28255,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,21244,Jenny,MACKLIN,Australian Labor Party,ALP,220,VIC,23298,Jenny,MACKLIN,Australian Labor Party,ALP
3113,Menzies,67.7,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3114,Menzies,100,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3115,Casey,9.6,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3115,Menzies,90.4,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3116,Casey,100,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3121,Melbourne,100,228,VIC,28125,Adam,BANDT,The Greens,GRN,228,VIC,21657,Adam,BANDT,The Greens,GRN,228,VIC,23378,Adam,BANDT,The Greens,GRN
3122,Kooyong,100,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3123,Kooyong,100,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3124,Higgins,46.3,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3124,Kooyong,53.7,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3125,Chisholm,60,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3125,Higgins,20,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3125,Kooyong,20,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3126,Kooyong,100,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3127,Chisholm,52.9,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3127,Kooyong,47.1,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3128,Chisholm,100,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3129,Chisholm,95.4,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3129,Kooyong,4.6,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3130,Deakin,100,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3131,Aston,14.3,197,VIC,28875,Alan,TUDGE,Liberal,LP,197,VIC,21084,Alan,TUDGE,Liberal,LP,197,VIC,23474,Alan,TUDGE,Liberal,LP
3131,Deakin,84.3,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3131,Menzies,1.4,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3132,Deakin,92.3,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3132,Menzies,7.7,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3133,Aston,87.1,197,VIC,28875,Alan,TUDGE,Liberal,LP,197,VIC,21084,Alan,TUDGE,Liberal,LP,197,VIC,23474,Alan,TUDGE,Liberal,LP
3133,Deakin,12.9,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3134,Deakin,59.8,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3134,Menzies,40.2,229,VIC,29161,Kevin,ANDREWS,Liberal,LP,229,VIC,21103,Kevin,ANDREWS,Liberal,LP,229,VIC,23483,Kevin,ANDREWS,Liberal,LP
3135,Casey,2.9,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3135,Deakin,97.1,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3136,Casey,77.3,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3136,Deakin,22.7,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3137,Casey,100,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3138,Casey,100,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3139,Casey,45.7,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3139,McEwen,54.3,226,VIC,28289,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,21088,Rob,MITCHELL,Australian Labor Party,ALP,226,VIC,23312,Rob,MITCHELL,Australian Labor Party,ALP
3140,Casey,100,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
3141,Higgins,73.9,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3141,Melbourne Ports,26.1,230,VIC,28267,Michael,DANBY,Australian Labor Party,ALP,230,VIC,21599,Michael David,DANBY,Australian Labor Party,ALP,230,VIC,23314,Michael,DANBY,Australian Labor Party,ALP
3142,Higgins,100,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3143,Higgins,100,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3144,Higgins,100,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3145,Higgins,95.9,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3145,Melbourne Ports,4.1,230,VIC,28267,Michael,DANBY,Australian Labor Party,ALP,230,VIC,21599,Michael David,DANBY,Australian Labor Party,ALP,230,VIC,23314,Michael,DANBY,Australian Labor Party,ALP
3146,Higgins,97.1,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3146,Kooyong,2.9,221,VIC,28953,Josh,FRYDENBERG,Liberal,LP,221,VIC,21057,Josh,FRYDENBERG,Liberal,LP,221,VIC,23485,Josh,FRYDENBERG,Liberal,LP
3147,Chisholm,45.2,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3147,Higgins,54.8,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3148,Chisholm,55.5,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3148,Higgins,44.5,215,VIC,28979,Kelly,O'DWYER,Liberal,LP,215,VIC,21583,Kelly,O'DWYER,Liberal,LP,215,VIC,23480,Kelly,O'DWYER,Liberal,LP
3149,Chisholm,100,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3150,Bruce,78.8,201,VIC,28275,Julian,HILL,Australian Labor Party,ALP,201,VIC,21331,Alan,GRIFFIN,Australian Labor Party,ALP,201,VIC,23317,Alan,GRIFFIN,Australian Labor Party,ALP
3150,Chisholm,21.2,205,VIC,28936,Julia,BANKS,Liberal,LP,205,VIC,21069,Anna Elizabeth,BURKE,Australian Labor Party,ALP,205,VIC,23311,Anna Elizabeth,BURKE,Australian Labor Party,ALP
3151,Deakin,100,209,VIC,29068,Michael,SUKKAR,Liberal,LP,209,VIC,21036,Mike,SYMON,Australian Labor Party,ALP,209,VIC,23590,Michael,SUKKAR,Liberal,LP
3152,Aston,100,197,VIC,28875,Alan,TUDGE,Liberal,LP,197,VIC,21084,Alan,TUDGE,Liberal,LP,197,VIC,23474,Alan,TUDGE,Liberal,LP
3153,Aston,44.7,197,VIC,28875,Alan,TUDGE,Liberal,LP,197,VIC,21084,Alan,TUDGE,Liberal,LP,197,VIC,23474,Alan,TUDGE,Liberal,LP
3153,Casey,19.8,204,VIC,28985,Tony,SMITH,Liberal,LP,204,VIC,21201,Tony,SMITH,Liberal,LP,204,VIC,23592,Tony,SMITH,Liberal,LP
