"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2011","2011",9.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2016","2016",10.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2011","2011",9.2,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2016","2016",8.8,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2011","2011",13.3,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2016","2016",13.3,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2011","2011",1.8,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","31905","Maryborough","A","Annual","2016","2016",1.6,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",13.1,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",14.9,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",39.1,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",37.9,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",7.7,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",7.3,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",11.3,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",12.3,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",12.4,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",11.8,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",7.6,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",7.7,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",1.8,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",1.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",5.3,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",5.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2011","2011",1.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40101","Adelaide City","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",14.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",14.7,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",24.1,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",24.6,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",14.4,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",13.9,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",9.9,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",11.2,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",13.9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",12.6,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",8.5,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",8.7,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",4.5,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",4.3,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",8.5,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",8.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2011","2011",1.3,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40102","Adelaide Hills","A","Annual","2016","2016",1.3,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",16.1,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",16.5,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",38.7,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",39.5,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",6.7,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",6.6,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",8.4,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",14,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",12.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",9.2,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",8.5,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",1.4,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",1.5,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",4,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",4.3,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2011","2011",1.5,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40103","Burnside","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",11,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",11.5,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",23.6,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",25,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",13.3,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",12.5,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",9.6,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",10.9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",17.1,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",15.1,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",10.8,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",10.9,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",4.3,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",3.8,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",8.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",8.6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2011","2011",1.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","A","Annual","2016","2016",1.6,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",12.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",13.7,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",35.2,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",35.8,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",9.6,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",8.9,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",9.6,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",10.8,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",13.9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",13.1,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",8.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",8.3,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",2.4,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",2.1,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",6.5,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2011","2011",1.3,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",13.8,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",15,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",31.8,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",32.6,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",10,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",9.5,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",9.3,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",9.2,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",14.3,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",13.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",9.4,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",8.7,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",3.4,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",3.2,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",6.7,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",6.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",1.4,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",1.3,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",14.6,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",15.4,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",38.1,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",38.5,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",8,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",7.4,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",8.6,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",9.8,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",13.6,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",12.4,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",9,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",8.6,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",1.7,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",1.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",5,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",4.9,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",1.6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",10.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",11,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",13.8,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",13.9,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",17,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",16.1,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",11.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",12.6,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",14.4,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",13.6,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",9.8,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",9.9,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",8.6,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",8.4,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",12.5,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",12.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",1.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",1.8,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",8.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",8.9,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",9.3,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",9.8,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",15.5,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",15.1,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",11.4,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",13.8,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",13.6,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",12.4,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",10.4,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",10.8,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",11.9,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",11.3,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",16.8,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",16,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",2.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",1.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",9.1,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",9.6,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",21.3,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",23,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",13.8,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",12.9,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",11.1,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",12,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",14.9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",13.6,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",8.8,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",9.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",6.7,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",12.3,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",12.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",1.9,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",1.7,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",8.6,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",8.6,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",12.3,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",12.9,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",16.1,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",14.9,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",11.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",13.4,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",15.2,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",13.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",10,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",10.3,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",10.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",9.7,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",14.4,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",14.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",2,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",1.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",10.5,,
