"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2011","2011",3.9,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2016","2016",6.9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2011","2011",70.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2016","2016",67.9,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2011","2011",93209,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2016","2016",101252,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2011","2011",4147,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2016","2016",7386,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2011","2011",4.4,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2016","2016",7.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2011","2011",63.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50502","Stirling","A","Annual","2016","2016",63.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2011","2011",77139,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2016","2016",97225,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2011","2011",3758,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2016","2016",8278,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2011","2011",4.9,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2016","2016",8.5,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2011","2011",67.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50503","Wanneroo","A","Annual","2016","2016",67.2,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2011","2011",31452,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2016","2016",39941,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2011","2011",1706,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2016","2016",3655,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2011","2011",5.4,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2016","2016",9.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2011","2011",64.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2016","2016",64.6,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2011","2011",34832,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2016","2016",38297,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2011","2011",1760,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2016","2016",3271,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2011","2011",5.1,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2016","2016",8.5,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2011","2011",64.4,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50602","Belmont - Victoria Park","A","Annual","2016","2016",63.9,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2011","2011",46393,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2016","2016",47863,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2011","2011",2648,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2016","2016",4936,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2011","2011",5.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2016","2016",10.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2011","2011",62.9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50603","Canning","A","Annual","2016","2016",61.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2011","2011",54018,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2016","2016",58644,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2011","2011",2945,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2016","2016",5714,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2011","2011",5.5,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2016","2016",9.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2011","2011",64.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50604","Gosnells","A","Annual","2016","2016",62.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2011","2011",28174,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2016","2016",29326,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2011","2011",1034,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2016","2016",2071,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2011","2011",3.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2016","2016",7.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2011","2011",65.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50605","Kalamunda","A","Annual","2016","2016",63.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2011","2011",9201,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2016","2016",13884,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2011","2011",361,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2016","2016",988,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2011","2011",3.9,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2016","2016",7.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2011","2011",67.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50606","Serpentine - Jarrahdale","A","Annual","2016","2016",67.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2011","2011",22368,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2016","2016",22383,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2011","2011",1035,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2016","2016",1616,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2011","2011",4.6,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2016","2016",7.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2011","2011",64,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2016","2016",62.3,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2011","2011",46925,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2016","2016",54679,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2011","2011",2022,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2016","2016",4161,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2011","2011",4.3,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2016","2016",7.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2011","2011",68,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2016","2016",67.1,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2011","2011",17791,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2016","2016",19110,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2011","2011",825,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2016","2016",1334,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2011","2011",4.6,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2016","2016",7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2011","2011",62.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50702","Fremantle","A","Annual","2016","2016",61.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2011","2011",13651,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2016","2016",18831,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2011","2011",921,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2016","2016",2029,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2011","2011",6.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2016","2016",10.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2011","2011",60.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50703","Kwinana","A","Annual","2016","2016",62.3,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2011","2011",52115,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2016","2016",51591,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2011","2011",2135,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2016","2016",3509,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2011","2011",4.1,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2016","2016",6.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2011","2011",63.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50704","Melville","A","Annual","2016","2016",61.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2011","2011",51119,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2016","2016",60778,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2011","2011",3020,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2016","2016",5941,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2011","2011",5.9,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2016","2016",9.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2011","2011",63.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50705","Rockingham","A","Annual","2016","2016",62.5,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2011","2011",20432,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2016","2016",24235,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2011","2011",937,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2016","2016",1309,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2011","2011",4.6,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2016","2016",5.4,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2011","2011",61.9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50101","Augusta - Margaret River - Busselton","A","Annual","2016","2016",60.1,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2011","2011",46586,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2016","2016",48743,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2011","2011",2256,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2016","2016",3936,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2011","2011",4.8,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2016","2016",8.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2011","2011",62.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50102","Bunbury","A","Annual","2016","2016",59.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50103","Manjimup","A","Annual","2011","2011",10463,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50103","Manjimup","A","Annual","2016","2016",10519,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50103","Manjimup","A","Annual","2011","2011",439,,
